row_id,subscription_id,user_id,subscription_type,start_date,end_date,created_at
dbb4a316-f7f3-4b63-991d-7e263abf2139,981,5745,Student,22/07/2022,21/08/2022,42:51.2
8e7066d6-4bc0-477a-8622-3dc61db3fba0,982,3062,Student,24/05/2022,24/05/2023,27:41.2
200b4490-4145-4083-b943-9b84414347a3,983,2429,Premium,07/10/2024,06/11/2024,30:55.2
c5a0e48e-04cf-4faf-8ec5-1ae9fc47c3a8,984,4592,Student,04/06/2022,02/09/2022,43:59.5
e60cbabf-b71d-43ae-a071-8dad5071096e,985,5206,Premium,21/04/2021,21/04/2022,17:57.9
c3317c8a-a15e-40b8-b00f-fbb9fdea02a7,986,6118,Family,17/07/2021,13/01/2022,53:28.9
dc19333a-92e5-4191-b92b-5dc683b33dc8,987,6726,Family,14/12/2023,11/06/2024,50:55.4
1ec2e377-25f5-4128-862f-fda5d2823753,988,2486,Premium,13/02/2021,15/03/2021,57:17.8
d737fad3-a568-4b0a-ab5c-1755e37a7c16,989,4407,Family,03/12/2022,03/03/2023,45:22.2
1c4bb8c8-9c56-404b-b25d-f838e693aff3,990,4871,Family,21/05/2023,19/08/2023,50:07.5
560485f5-fb44-4794-8ce8-63252d10aa8a,991,133,Premium,15/01/2025,14/07/2025,28:23.3
e4602d32-a624-4a88-ae62-ac15505f8000,992,748,Student,03/10/2023,01/01/2024,40:25.0
7c7f3f4a-70b2-465f-8a8a-27678d366f78,993,3627,Family,09/11/2023,09/12/2023,25:58.2
0cda6f6c-d4c7-4f02-96d0-cc92a9ae408f,994,5520,Premium,11/08/2019,10/09/2019,32:41.8
fc12936d-7a81-494e-8242-2e49391cb00f,995,5283,Premium,02/05/2021,29/10/2021,58:53.4
d7abd2d9-e696-46b7-968f-8ecd99eaadcf,996,1766,Family,07/11/2022,07/11/2023,29:15.5
976cf80d-0457-4013-9a5a-ab3d3c721dc4,997,4652,Premium,29/04/2020,28/07/2020,26:23.1
baf121fb-545c-42c2-bafc-d87b68d08369,998,3796,Student,14/02/2021,14/02/2022,09:25.1
28a86357-c366-467b-b06e-7db870b8427f,999,6650,Premium,11/08/2022,07/02/2023,43:57.4
898c1c00-0c62-4c35-a9cd-ce9b95ab2266,1000,123,Student,19/03/2025,17/06/2025,20:10.6
65deb73e-8fa6-498a-997e-8fc2c58b06d7,1001,4349,Student,10/07/2020,09/08/2020,17:05.6
4ae49fef-83ab-42e0-9f0b-2680c4a1cdad,1002,576,Student,21/04/2021,21/04/2022,27:17.6
b8c5e2ed-55d1-44f7-ba47-a98bc3f9f957,1003,620,Premium,02/11/2019,31/01/2020,35:42.8
625da3f8-4137-459c-866e-25406da2bcb0,1004,503,Premium,18/11/2022,17/05/2023,59:17.8
df9ba989-7675-4373-b333-4725c0e8c099,1005,6567,Student,04/05/2022,03/06/2022,02:33.7
37a90cc9-6448-4e84-96f8-933ac9b9765f,1006,3566,Family,17/09/2021,17/09/2022,51:31.6
76e2fbfa-17d5-4b70-ba84-a2804fd78263,1007,4259,Student,26/11/2023,24/05/2024,16:11.2
e7945305-e2f4-47f5-9d32-75eefafb7619,1008,4582,Student,07/01/2024,06/04/2024,24:33.7
b4a3c353-ccf0-4d86-ab11-76e473bb52a6,1009,6148,Family,05/01/2020,04/04/2020,29:17.6
b955f293-bbf9-4a3a-81f8-5dae5d4b1936,1010,4430,Family,24/08/2020,20/02/2021,22:35.8
303ed12c-a966-44f0-826d-9caac159467e,1011,6324,Student,25/08/2020,21/02/2021,27:44.5
d9f020cd-994e-4fcd-8d67-f122dc2a8c06,1012,6476,Student,02/08/2023,01/09/2023,55:41.6
77d6ee27-d89b-47b8-9ac6-f224e6944aee,1013,896,Student,14/10/2019,11/04/2020,49:40.9
b7dc5837-9002-46f2-8418-7e974ce2f306,1014,889,Premium,15/01/2023,14/07/2023,56:49.0
af737214-d514-41b3-8bfe-f8122ede0a8a,1015,1996,Premium,19/06/2022,17/09/2022,58:42.1
81dc74c1-6863-4a3f-9c22-903e9aeeadda,1016,224,Student,18/09/2021,18/09/2022,12:44.9
f3249139-cda8-40fe-a37b-6d2cb54d363d,1017,2734,Student,28/12/2022,26/06/2023,03:55.0
9ee891df-e300-47cd-bb8d-02950ed878a0,1018,6587,Premium,19/04/2020,19/04/2021,18:48.6
6fe58e75-dfbe-4483-b6dd-108270249305,1019,231,Family,12/07/2023,10/10/2023,48:20.9
5e347f89-eb9e-4e1e-9d7a-58b2aca75be1,1020,1964,Student,30/11/2021,30/12/2021,19:57.1
4dc328c2-df1c-4e33-a26c-6b7d7d03ae98,1021,5752,Family,02/01/2021,01/02/2021,10:38.0
fbd95242-e1d2-4553-ad35-4c3aef008c46,1022,2231,Premium,17/08/2019,13/02/2020,21:17.5
912faa53-4751-46df-b2fe-1b4f4b5b95cb,1023,2390,Family,16/10/2023,15/11/2023,53:15.3
bf17f392-caf1-41d5-b993-8bb1776279fe,1024,2064,Premium,14/08/2022,10/02/2023,18:10.6
85f868c1-129b-4a2e-868e-5341dcff03c0,1025,1787,Student,25/11/2022,25/12/2022,36:23.0
bf261709-e45a-4a09-89fd-1d76843733e9,1026,5106,Premium,01/07/2021,29/09/2021,40:06.3
c31b2b92-718d-4a6f-8d72-487ba74fbc89,1027,4114,Student,26/11/2020,25/05/2021,08:08.8
1428c2ee-399f-46f5-a347-41131176ce61,1028,5672,Student,17/11/2024,17/11/2025,55:08.3
3c27ff58-3666-45fd-815e-62401ce4e987,1029,1815,Family,31/01/2025,02/03/2025,29:09.2
e80dccc2-6359-40ff-ac71-1129120376e7,1030,3768,Premium,24/06/2025,22/09/2025,24:44.9
2a460b74-1dfe-40f8-9548-f408fb51f973,1031,1448,Premium,12/03/2025,10/06/2025,44:04.1
e17846fa-9630-453d-b365-b3dfde480f13,1032,38,Student,01/08/2022,28/01/2023,55:58.6
c1d6e620-769f-4873-b064-53544164fa8a,1033,385,Family,20/03/2025,16/09/2025,20:52.5
874e146a-cc63-4ba5-930e-eed5bcf34a7b,1034,6032,Student,16/04/2021,16/04/2022,19:26.2
f2cfb99e-f61e-4275-a4ad-6fe1e08af631,1035,5118,Student,14/12/2020,14/12/2021,18:57.0
a7c20bd1-2d69-4c57-82c6-9ca7779a8d89,1036,2858,Family,16/08/2021,14/11/2021,20:34.8
ff90a65d-e9a1-4f54-8e31-2eb4c2b6bbf9,1037,2410,Premium,19/09/2024,18/03/2025,33:01.9
2a91c195-8ca9-4eda-a764-73f2debed90a,1038,3650,Premium,01/11/2019,30/01/2020,42:55.0
534da4c7-59a5-441c-b111-d420984943ad,1039,1266,Student,23/05/2024,22/06/2024,27:37.9
36f0346f-389f-49d2-b565-b9f533c7b996,1040,5578,Student,10/07/2019,08/10/2019,16:12.1
a6836510-7cb5-4635-a29a-30c2590673bd,1041,2794,Student,13/04/2023,12/04/2024,28:14.7
be0edda3-8ced-4f72-bfb8-11051b673bcc,1042,2236,Student,15/03/2023,13/06/2023,01:47.7
a63058a0-6c86-4199-bab8-06b9e829e68b,1043,6861,Family,10/09/2024,09/12/2024,06:00.8
7161d95c-804e-45d9-b750-af26ee6abee1,1044,1971,Premium,12/01/2025,12/01/2026,58:51.3
a8cfc112-7aa4-43fa-af68-f8224f39f9aa,1045,1999,Premium,04/09/2023,03/09/2024,09:09.1
78c71576-60a9-477f-aefa-c88c2763550a,1046,1132,Family,11/08/2023,10/09/2023,30:32.6
4667280a-806a-4acd-b8bc-f82cff66ef3b,1047,5034,Student,22/08/2020,18/02/2021,41:54.5
d80648f4-3cb3-4736-9c12-7072f1929add,1048,6557,Family,02/01/2022,01/07/2022,40:38.8
a3ab1c31-ba13-4d7d-bd1e-7a824cefb9bf,1049,5956,Family,15/04/2025,12/10/2025,11:43.1
6ab24a42-42a5-4d72-873d-210976d6387a,1050,2630,Family,04/10/2023,01/04/2024,58:58.6
2f505396-a480-4e9d-a250-847b769554bd,1051,4011,Student,08/08/2019,07/08/2020,32:59.3
40e245aa-11f4-472d-972f-6097c6496987,1052,714,Premium,30/11/2023,28/05/2024,43:14.7
11f9011a-8c57-4ee7-8299-59e6bdcb229d,1053,3123,Student,04/07/2023,31/12/2023,21:12.7
b72b5433-f611-4171-8bc2-fcc14af5c423,1054,1071,Premium,31/07/2019,30/07/2020,51:18.3
8696c380-a76e-4008-b1f2-e9445fa995be,1055,2038,Student,20/04/2022,17/10/2022,33:37.1
9c52ec33-2b7a-4813-a32f-ff26b8db6a68,1056,771,Student,07/08/2019,06/08/2020,40:30.5
64880a08-f8b1-4def-8166-942930a7b5ae,1057,5961,Premium,22/04/2023,21/07/2023,10:44.1
3a9e06de-91f2-4c51-8aae-4c3e837b0ce6,1058,1957,Family,24/04/2023,24/05/2023,43:21.2
44ce67c0-6f1f-40e7-8bf5-c4575a0fee32,1059,4495,Family,10/10/2019,09/10/2020,56:30.4
5e8226a1-3422-48d5-b56c-f0a0585d85d3,1060,1359,Premium,01/05/2023,30/04/2024,29:58.4
9b4412a9-9de6-49c3-ac14-767dfb003e08,1061,498,Family,22/06/2020,22/07/2020,33:07.3
6ed13486-7cd2-47d6-988b-4e5beddf5ebe,1062,822,Premium,29/11/2023,27/02/2024,36:08.3
acbb46e6-1c88-44c7-bfe1-3b542a373d1d,1063,2856,Premium,19/11/2021,19/11/2022,32:33.6
9d85edd1-4b99-4607-8482-2e365810e085,1064,6250,Family,30/10/2022,30/10/2023,39:23.1
111417c1-5e2a-40d0-9162-0cd4fcb40cb4,1065,3008,Student,07/06/2020,04/12/2020,49:44.4
b23cc3c3-51bf-46e5-8823-122d005b0867,1066,4041,Student,21/03/2023,20/03/2024,58:42.4
747b3df2-2cae-4df1-84d3-b5f33b80133b,1067,2142,Student,15/07/2019,13/10/2019,32:12.2
d7e7b826-5ae4-4b73-8897-b91d5c59cbb8,1068,4743,Premium,05/09/2020,04/12/2020,35:56.4
3d31623c-1995-4ff1-8d3d-c4df0327a0c0,1069,5456,Premium,07/07/2020,03/01/2021,17:44.9
ed373602-37fd-4037-a8f2-6ae4f81bdea1,1070,2566,Student,26/09/2020,26/09/2021,43:35.8
d4c251ef-1570-42bc-b858-a3fb46938fb7,1071,3877,Student,30/07/2020,28/10/2020,10:13.8
e86ab257-422c-4ba2-8ff1-5921d86e7eb1,1072,1902,Student,14/04/2021,14/04/2022,38:44.3
e364e708-4ddc-4033-b38e-d84ba35f632e,1073,1385,Student,02/09/2024,02/10/2024,10:21.5
5762927c-1c93-471f-ab63-2d572347822f,1074,3668,Student,02/01/2021,02/04/2021,31:26.5
bd9318a5-3dc0-4dce-bc88-819fe0b228e5,1075,2184,Student,04/05/2023,02/08/2023,23:15.4
9c094981-3c3f-4fda-836a-e39162b8b292,1076,4819,Premium,06/05/2020,06/05/2021,27:13.5
63109dbe-ec7a-4aff-b7a0-9fec2e32ae5f,1077,1836,Premium,20/10/2024,19/11/2024,49:01.9
4ac5dee7-3490-40a4-b35f-916d6b7658b1,1078,2765,Family,16/01/2024,15/01/2025,24:58.4
d918162e-37b9-4198-bf1f-2d425584cfaa,1079,5508,Student,01/12/2022,01/03/2023,08:16.3
ae11b11a-de29-409b-a355-b107e8bba04d,1080,1588,Family,03/11/2022,03/11/2023,15:37.9
b1531007-5094-4216-89e9-13392c648900,1081,5515,Student,19/03/2023,18/03/2024,21:54.7
986aa05b-9ed9-4423-98a4-4a8f11f64a79,1082,1780,Premium,17/09/2024,16/03/2025,47:00.0
feec7c22-296f-457e-b03a-9a298e60c45f,1083,5137,Student,26/11/2023,24/05/2024,03:25.6
dbb58cc5-3a76-46c3-bc0c-6294a17f535b,1084,870,Student,08/08/2022,06/11/2022,10:01.2
a36d7bf5-5545-4bc3-ae5b-795b5f06dc9f,1085,6376,Premium,10/11/2022,10/11/2023,26:04.8
a28c72b2-35ee-42e5-8726-587be310dbf0,1086,3288,Premium,27/08/2020,25/11/2020,24:47.2
b6bd2c83-f85e-47f4-97e3-7ce43a7a2d61,1087,2879,Family,08/08/2021,07/09/2021,30:45.7
ee60a343-c2be-4783-a72e-df6f18be1b5e,1088,1450,Student,12/04/2020,12/04/2021,28:50.8
417c7215-8f15-46b0-9797-99339ed2450b,1089,490,Family,13/08/2022,11/11/2022,17:22.8
2e28fa68-46e3-468b-a72e-4c1ca64975d2,1090,3622,Student,02/08/2019,01/09/2019,07:56.4
29215345-ddfe-4f7a-9d02-8cf3850a4515,1091,1703,Student,29/12/2022,29/03/2023,13:13.3
23a4a28c-2463-418d-9e76-cdf383c204bd,1092,5736,Student,05/01/2021,04/02/2021,36:06.3
bc328ddb-e4f2-4906-a4fc-daee05e91aad,1093,5402,Premium,03/01/2025,03/01/2026,34:47.1
98ebd9e0-66d1-44c1-8a1c-8686f871de37,1094,2872,Student,26/03/2022,25/04/2022,41:14.1
1e5d2737-b5b4-4bf9-979d-ebbd862748c9,1095,3686,Premium,02/11/2022,31/01/2023,07:45.9
9fe918a6-2218-4096-bb31-461f43e23b10,1096,3928,Student,23/09/2020,22/12/2020,50:40.7
895d44f4-d30a-4774-8df3-a67cf797bdc6,1097,989,Premium,03/08/2023,02/08/2024,14:53.0
6cc64417-39dc-4020-b00b-b9857a18fb99,1098,187,Family,30/03/2025,28/06/2025,13:56.5
0207b9e9-a8e4-4b4b-8bfb-7f411ef2f5a1,1099,1152,Student,25/03/2025,21/09/2025,16:54.4
05e6002f-333e-4beb-aee6-2564146bc845,1100,2556,Student,28/02/2023,28/02/2024,48:13.1
48fc1f19-479a-4e87-8895-af66511a9d6f,1101,2690,Student,22/06/2023,19/12/2023,26:29.5
02d7e43b-401c-41d4-af72-66714c6411e3,1102,825,Family,10/12/2023,09/03/2024,46:01.4
7705ad22-748c-4f69-bf12-70c851b3e1db,1103,466,Student,04/08/2022,02/11/2022,33:18.4
4c0dbc07-aa2c-47dd-a946-8eab5277d4b2,1104,1278,Student,08/03/2022,08/03/2023,44:47.9
3b20f1c2-6e88-4842-91d7-4c40c71a463d,1105,1976,Student,08/06/2021,06/09/2021,55:54.6
dfb0bc51-71fa-46cf-bcc5-0029e70ce5a7,1106,795,Family,09/10/2020,07/04/2021,49:46.4
fd3c2f5f-6ae1-4569-89ec-bdb7451fd24a,1107,4032,Family,03/07/2019,02/08/2019,19:59.4
e10972ba-849e-4af9-8a9b-e8a962b71658,1108,4796,Premium,10/01/2025,09/02/2025,47:34.3
bff2a61f-41f1-45cb-a5eb-d21ce3e342e5,1109,4542,Family,20/12/2021,18/06/2022,09:55.1
c6a3baeb-8023-4adc-8701-232c5a552839,1110,1603,Student,02/08/2019,01/08/2020,54:19.0
027ded40-60fd-4f29-864f-ec023fc74776,1111,2006,Student,01/08/2019,31/08/2019,24:52.0
4a757c1f-84ab-49be-b323-d91b4d08173f,1112,3718,Student,10/09/2022,09/12/2022,15:34.6
0ddc0a33-a212-44d3-922f-fb1ba4c70316,1113,6155,Student,21/05/2024,21/05/2025,50:40.3
3c4371ed-2255-4e58-b5f4-6f0d1d1d3970,1114,4655,Student,14/11/2022,14/11/2023,20:33.9
b4b2d5da-f4df-4fd8-96c7-3bc271ffb244,1115,3400,Family,22/06/2023,19/12/2023,42:15.1
aa2149d4-f12c-4aa0-95a8-9b74025c95ec,1116,2420,Student,16/11/2019,16/12/2019,57:07.9
bd45386a-6d43-4bea-b492-0b1ad6dc8640,1117,5869,Family,31/03/2021,31/03/2022,41:36.7
6585cdb9-b845-4035-b189-f9a05e892e91,1118,3578,Family,21/11/2021,21/11/2022,40:15.0
bcbc529d-9286-446b-ab41-8c58244cf0dd,1119,3681,Family,16/01/2023,16/01/2024,52:00.6
826d3cfb-0b98-4587-b9c7-1dda33b6c61c,1120,302,Student,24/07/2021,23/08/2021,16:54.7
f4cc0cd1-bfff-433f-b5bd-128e2ca5c37b,1121,4253,Student,20/12/2024,18/06/2025,47:03.5
5c5c6c98-5a05-4683-8d91-0de5e4d0f366,1122,5405,Student,24/01/2024,23/02/2024,00:08.2
6f93ce32-5c14-47f4-86ab-d7a4f7eaad25,1123,4083,Student,09/05/2025,07/08/2025,03:29.9
ad142a18-5be8-4bfb-96e5-aa208415f562,1124,308,Family,22/06/2019,21/06/2020,25:13.3
77ab471f-29ea-4aae-984b-a4f52f102da6,1125,146,Student,01/04/2024,01/05/2024,54:49.1
38e95182-c038-401d-bede-fede16d9a513,1126,709,Premium,10/08/2023,08/11/2023,43:47.9
28270b04-1c27-4b3f-af5f-4cf36c6dcbec,1127,50,Premium,18/07/2020,14/01/2021,26:46.6
358b22b5-dd1d-4c35-972e-2ba4ef9c61ba,1128,782,Student,18/03/2022,16/06/2022,19:18.1
a664681c-824a-4c11-bd76-75f03709390b,1129,5043,Student,16/08/2022,16/08/2023,27:48.5
dddfe235-ddbc-477f-891d-11dd43379195,1130,6333,Family,26/05/2022,25/06/2022,28:42.5
607f513e-8cbe-47b8-afad-c03f8d6453fc,1131,2581,Student,17/07/2021,17/07/2022,59:33.9
9c5ab86d-552c-4ab7-84a6-08598722ac6d,1132,2016,Premium,20/01/2020,18/07/2020,10:58.3
800b6e26-20c1-4e6c-9aa5-f14cdc162fa0,1133,797,Family,22/01/2021,21/07/2021,23:26.3
44ed7ad6-0319-4236-a0bf-4dc1c051fac9,1134,4333,Family,09/08/2021,05/02/2022,04:06.8
23a9b65e-e524-418d-8a7f-8414c1ce558c,1135,4079,Premium,14/12/2023,13/12/2024,56:11.7
1c07cece-00e0-403b-a059-94b451a55f56,1136,5992,Premium,10/03/2022,06/09/2022,55:49.9
4005ba09-908c-4315-9726-6ed97ac85ed1,1137,6926,Student,09/03/2024,05/09/2024,49:25.6
42e1f581-9258-4fbc-a37a-484548ff2b97,1138,1251,Family,31/01/2021,30/07/2021,04:10.0
2007a30a-3869-4d12-a5aa-5827cb54ac3a,1139,475,Family,29/08/2019,28/08/2020,46:56.7
552698f9-c4b5-4a52-a838-b9cb0d39c56c,1140,6929,Premium,11/06/2023,10/06/2024,56:25.8
fab94c21-f4cb-40fd-a9f4-87e920d24ace,1141,262,Premium,14/04/2023,14/05/2023,28:34.1
3acd462d-2086-4e1e-b149-67851de3a594,1142,341,Premium,29/12/2024,27/06/2025,05:19.6
3eed2b5e-0b5c-4ab7-b00f-fa7c1ffc2204,1143,4905,Student,11/09/2019,11/10/2019,06:05.4
cba5bc60-54fa-47aa-81fb-234724f72890,1144,4086,Premium,26/03/2020,25/04/2020,53:25.4
30849c8a-5691-4d49-b578-368a4ae594c6,1145,4590,Premium,16/08/2023,14/11/2023,22:04.2
c7b500db-a57e-483a-812f-4cae4f13c0db,1146,4115,Student,28/06/2023,25/12/2023,00:40.2
85c35047-538d-44e0-8437-f1984235b4b2,1147,1668,Student,07/11/2021,05/02/2022,56:03.4
50b4c1a6-ef0e-4218-9158-1b982ce9342b,1148,1400,Premium,09/02/2022,09/02/2023,25:00.7
4c9b8934-2a9a-4a37-b59a-6f1e32b9afe1,1149,3574,Student,11/07/2023,07/01/2024,09:42.5
ecb393ea-7b83-4437-a396-bf1316eaa1e6,1150,2743,Student,06/10/2023,03/04/2024,52:04.2
9109cde8-0234-4726-af30-e1ef1ebfdcea,1151,6982,Student,26/07/2022,22/01/2023,39:39.2
2075a3f0-3a6c-473a-9127-bd13bd6f2465,1152,5795,Premium,10/01/2021,09/07/2021,29:40.9
c03c3856-dc7b-48b1-812d-2e7d226b0b66,1153,2393,Premium,26/01/2022,26/01/2023,09:57.1
63a77098-4a36-47c4-a6cf-40f4527a9181,1154,4762,Student,27/02/2022,26/08/2022,38:40.5
3c013e03-571b-4e7d-837c-c6cf07b2ff31,1155,4804,Family,05/01/2025,05/01/2026,24:43.4
60631096-3a94-464a-bff4-8562ef48cb90,1156,4846,Family,31/10/2021,31/10/2022,50:35.5
13d8adaa-7709-49ee-b223-7c80091c9be2,1157,4088,Student,23/08/2022,23/08/2023,20:18.8
754613f4-7b21-4d5c-8e1c-d9ab5f2e03db,1158,3676,Premium,30/10/2022,28/01/2023,18:19.6
f96187e2-fd3e-4502-be06-ba121cc42ba8,1159,1072,Family,10/09/2021,10/09/2022,15:08.1
dfc82b03-3e4f-452f-9c97-96758983aa7f,1160,1639,Premium,14/01/2025,13/07/2025,02:27.8
08c518c4-24aa-4a5a-b557-c5fb452fa10b,1161,2896,Student,19/03/2020,19/03/2021,56:10.7
153bd2a1-0701-4815-ab1e-98eeea5e254e,1162,820,Family,26/07/2021,24/10/2021,36:13.8
f0fd7af9-f501-4561-8001-43f130ebbaef,1163,1247,Premium,28/09/2019,27/12/2019,39:59.2
9aa6f046-7286-4552-97ad-03fbda6fbebe,1164,3689,Student,25/03/2025,23/06/2025,06:23.5
4e4c4847-eaa0-46df-b1a8-5d55bf73083d,1165,3312,Family,20/07/2023,16/01/2024,31:39.7
013dca05-e13b-4815-9cc5-d1cf0d1681a2,1166,6660,Student,09/08/2022,09/08/2023,59:29.5
530c6123-df18-4093-bf70-3bd08cd41c61,1167,3555,Family,27/05/2022,27/05/2023,32:07.5
9fba41c5-8ba9-4f81-9da9-f1240a410751,1168,5098,Student,10/10/2023,09/11/2023,16:47.8
551ee61f-a8cf-418b-93ed-ef75b9f9f8bb,1169,670,Student,18/02/2023,18/02/2024,54:37.3
220467ac-51f8-481a-9c27-75409a5a5ff4,1170,2831,Family,03/10/2020,01/01/2021,48:36.6
8e085599-a14e-4c7c-89b4-67f538e60b28,1171,2478,Family,07/12/2021,07/03/2022,46:12.0
88b41659-22fd-4735-8b88-21557e2806be,1172,5105,Family,19/12/2021,17/06/2022,24:01.8
1e0daf62-fe98-4faa-9954-4a3cc320b17e,1173,752,Student,02/02/2022,01/08/2022,31:07.0
64cdd0ff-9e40-495d-a139-0ccce2489e91,1174,5124,Student,10/10/2019,09/11/2019,21:16.3
64c18b8f-e62a-4ecc-8682-7dd4ea18d646,1175,4466,Student,18/10/2021,16/01/2022,32:48.7
ed947df7-4a5d-4750-8d40-4d92fc9c9e79,1176,5353,Family,02/11/2023,02/12/2023,27:56.6
5dbd54cd-7f06-4fcc-ae51-ff7ea1e7a119,1177,3345,Family,22/08/2019,21/08/2020,13:16.9
10b51811-827d-4a2a-b38a-0af4216d102a,1178,3154,Family,15/05/2021,14/06/2021,56:13.3
f99f5c9c-b97f-49a9-ac30-49ff1ae33a56,1179,2493,Family,02/12/2021,02/12/2022,12:47.8
cf014676-4ba7-46e0-8985-48c3a2c50d47,1180,1193,Student,01/03/2023,30/05/2023,13:45.9
4b30d6a0-71e1-4318-9f06-859e03c5856f,1181,1010,Student,25/09/2019,23/03/2020,07:10.5
a2661788-4cf3-4135-8437-b8ee8785e80f,1182,2731,Family,28/02/2024,27/02/2025,45:25.3
29d01022-da49-42f2-8f59-7e566a278192,1183,5107,Student,16/03/2025,12/09/2025,30:43.7
b144178b-a48f-41af-bda0-1a07019972f8,1184,3106,Premium,12/11/2024,11/05/2025,23:51.4
a8aa3ba9-1d3d-4e0c-a822-c425e0f69803,1185,3358,Student,24/11/2022,22/02/2023,34:59.4
a0734acb-0b25-4e35-b494-e0d123c4d418,1186,5476,Premium,23/08/2023,19/02/2024,16:31.9
2db71b39-84f8-48aa-9df5-650da8013070,1187,1320,Student,12/10/2022,10/04/2023,32:55.7
dc30e008-9bc6-4327-803a-b4d3ece5d048,1188,349,Family,14/07/2021,12/10/2021,51:26.4
f48797e4-c08f-439e-92ee-50998e9af27c,1189,4966,Premium,26/06/2025,24/09/2025,16:29.9
a3ec4628-9e69-420a-8974-9912b50cb3ff,1190,588,Student,13/10/2023,12/11/2023,50:17.5
794d3e72-b134-4d48-b7b8-774906779e96,1191,6836,Premium,06/02/2023,08/03/2023,44:46.2
5c797ee1-698c-46c8-a040-0ce40cf51062,1192,6445,Student,12/08/2022,10/11/2022,14:59.3
e1ea9e2e-c81d-42da-a659-2e2b8cf68021,1193,6113,Family,04/04/2020,01/10/2020,33:12.9
0a3bd64a-508f-49b5-9d35-59a0d4b02508,1194,5200,Premium,29/04/2022,29/05/2022,36:36.4
89ed2965-47ee-4070-bc73-b359566bbd58,1195,4714,Premium,30/07/2023,29/07/2024,22:28.4
1461ed66-00d7-4a13-9106-2c3027cd4f82,1196,1181,Family,25/09/2019,24/12/2019,08:02.1
a5aee85b-15c7-4f2a-85b2-e104ae0fc1db,1197,6411,Student,05/12/2019,04/01/2020,57:38.7
4bf8093c-7bbf-4478-b052-dd6299d66084,1198,4343,Family,11/10/2020,10/11/2020,37:15.3
53c3b4e7-cfaf-4e74-bbbc-c528cf4a2303,1199,1689,Student,30/11/2020,28/02/2021,20:26.1
8a74c880-39f4-46a5-bd90-4eb7cece1ddd,1200,219,Student,14/09/2019,14/10/2019,32:09.0
bba35d64-93eb-4375-b575-64df36fbed47,1201,5904,Student,22/09/2024,21/12/2024,56:36.5
257f275a-abdc-48be-933b-87ef72705eac,1202,3414,Premium,22/10/2021,20/01/2022,50:50.2
d87586d7-f05d-49cf-88fc-488e225f2193,1203,4678,Premium,16/07/2020,15/08/2020,12:35.7
75f8d85e-2a4e-49bb-b08a-f3289821c8d2,1204,3189,Family,03/03/2023,01/06/2023,23:29.5
3f2bcb6b-d783-4a95-81bd-9092cb5c170e,1205,4677,Student,12/01/2023,12/04/2023,42:31.4
185bfa36-79ee-46e5-8d53-b7d004922ff5,1206,2808,Premium,04/11/2021,03/05/2022,01:13.5
23d0c767-0113-4165-9136-da39be2008d2,1207,278,Student,10/01/2024,09/01/2025,03:09.7
d82e3883-7db5-499b-93c2-55d9f2954a1f,1208,6316,Premium,12/05/2021,08/11/2021,07:05.3
e8c2bb29-d6c3-4fff-9b62-265cb1f784d3,1209,958,Premium,27/10/2020,25/04/2021,47:01.2
9425329f-813d-45ef-983a-d80e602cc31f,1210,5658,Family,01/05/2021,01/05/2022,50:07.3
afcd5ffe-6a01-4bb2-bf96-9108e73b28f9,1211,1679,Student,22/02/2024,22/05/2024,23:10.1
291e34f2-41eb-4eb5-b425-c27d290f2500,1212,6950,Student,15/07/2019,13/10/2019,24:57.7
7a786f47-fbb6-4cc9-ba0f-43ba2e48843a,1213,4561,Student,12/07/2021,12/07/2022,07:58.7
5fbad2d0-81d2-4151-9343-d55727868b56,1214,4533,Student,25/12/2020,25/03/2021,55:24.2
7de708d8-1070-41e4-8cdb-a743da184cec,1215,4442,Student,10/09/2022,10/09/2023,40:47.4
1b457ef4-ce39-4237-83c5-bb0f709ea1cc,1216,24,Family,04/02/2022,03/08/2022,52:57.1
f9d810bd-cb03-4ccc-82c9-e89ffb7d3aac,1217,5372,Student,06/02/2020,05/02/2021,23:47.9
175fdb9a-d9ec-405f-8cbf-0d106c8e3994,1218,4602,Student,16/02/2023,16/02/2024,41:38.9
5f94f5b1-371b-40cb-ad47-a86c018fcd63,1219,43,Premium,19/05/2022,15/11/2022,30:48.2
a86211bd-889d-4c30-9e7a-6cd1ffa0cd33,1220,740,Family,27/06/2020,27/06/2021,42:37.2
8bbece31-7d2f-4f7b-a380-a70cdc031890,1221,5637,Premium,03/08/2023,02/08/2024,03:07.6
cc94f4c0-37e6-4670-b30f-5b861ee3c61d,1222,5063,Student,11/05/2023,10/05/2024,29:21.1
0248091d-a32c-48d0-aa26-aed69bc36c7b,1223,1967,Student,07/06/2021,05/09/2021,53:54.1
f899cda9-60d8-4972-931f-758f65566968,1224,875,Premium,14/03/2025,12/06/2025,17:11.6
24ac9e6f-464a-4db4-bad9-7dd4d7890678,1225,4509,Premium,14/12/2020,13/01/2021,29:02.6
1b9c18ff-3876-4d2e-acc3-02e2f82baa09,1226,60,Premium,15/02/2021,14/08/2021,28:17.5
2687b8bb-0ffa-4671-aaba-1716e7ffbad1,1227,1388,Student,07/03/2021,03/09/2021,26:24.1
44f0acab-8eb9-4264-9d40-6430c864fa02,1228,4178,Student,02/12/2022,02/12/2023,41:11.7
