row_id,payment_id,user_id,amount,payment_date,payment_method,created_at,subscription_id
aa0cf243-75b2-4e0b-8db6-e6855dcc8f77,718,5367,199,05:45.7,Net Banking,18:45.7,4
172a716c-daf3-4af8-8a23-a8004f41194f,719,2690,99,26:29.5,Credit Card,39:29.5,1101
5dc0a9c1-4793-4582-b066-38503dd52e86,720,3400,299,42:15.1,Credit Card,54:15.1,1115
4ac87fd8-f866-4615-91ea-6913eb3b9556,721,3292,99,21:11.0,Wallet,35:11.0,416
16dccce0-ec06-42da-8b5c-00552826f4bf,722,6833,99,42:06.7,Credit Card,55:06.7,1353
3a02c0ca-7529-4db1-895b-441a44b27e16,723,1793,99,34:33.7,UPI,45:33.7,1618
2d67786e-05da-48d4-bdb8-50a088350d1a,724,3013,99,50:40.3,UPI,01:40.3,907
b2e2be4b-0703-4958-aff1-2a9a3df1330a,725,3767,99,00:41.5,UPI,12:41.5,141
f51e6cca-201d-493d-b9d3-271b13a24a36,726,6336,99,22:35.3,Credit Card,36:35.3,280
b230992e-d819-40eb-b287-9e46ca1a5aca,727,1352,99,55:09.7,Net Banking,08:09.7,1691
7ad97c3c-39d4-4f94-b67b-c8434a2ac529,728,6115,299,29:29.3,Debit Card,41:29.3,973
a83c6708-4aca-42e8-9b45-c14567199c78,729,6847,99,01:47.1,Debit Card,15:47.1,1293
74012570-7753-43e7-98e7-0fead5b5d3fe,730,4790,99,35:26.5,UPI,46:26.5,379
046e27d5-3a25-48dc-a814-8da68b81632b,731,53,299,57:46.5,UPI,08:46.5,377
5b4e7694-9413-4f2e-9a44-df8bb0cebd88,732,6929,199,56:25.8,Net Banking,11:25.8,1140
c2abc1f0-7c38-480a-8228-68f522a66130,733,1796,99,12:36.4,UPI,25:36.4,522
b290948b-06f7-47ec-bd78-507f3f542e44,734,6686,199,48:55.0,UPI,03:55.0,786
7a197e37-c13e-477b-8578-3e3f30af8a8d,735,5602,99,17:31.1,Credit Card,31:31.1,126
894c18ee-878e-4f2b-bbf8-d1d59af4535a,736,3546,199,09:03.5,UPI,22:03.5,614
394fef99-449f-44f6-b50f-d4a640af7a4b,737,5472,299,56:21.2,Wallet,08:21.2,1329
e7d14ed6-4e40-48e1-ad9d-a1680ae61dd9,738,5207,199,40:10.8,Debit Card,55:10.8,619
10a18ac6-bd64-4ad2-a984-07a820f227bf,739,681,299,05:21.8,Net Banking,20:21.8,1716
59f36174-d4cf-4581-aa02-54948de006d3,740,6261,99,12:55.5,Debit Card,23:55.5,939
c165398c-4700-455f-a5a9-60d4c1567c3e,741,6538,99,54:49.5,Wallet,06:49.5,1416
08735731-d640-4b68-9270-32113b765469,742,4686,99,52:06.5,Wallet,05:06.5,468
e6d82445-f6e6-4f1c-9b22-50598d82b30b,743,3541,299,55:17.2,UPI,10:17.2,1465
2945d8e7-a9c0-4e46-b85d-6515ff0216ba,744,2728,299,14:35.0,Debit Card,27:35.0,1852
95781731-aa24-4f81-b03f-c547a4341e5b,745,6209,99,38:17.3,UPI,49:17.3,469
cd924a6b-6366-4c37-8476-959f1a62638b,746,5083,299,29:01.0,Debit Card,41:01.0,611
42b383b1-d96d-444c-95a6-aecbf1b3bb29,747,6566,99,52:51.2,Credit Card,07:51.2,1941
3da457d1-7cde-4b4d-a73b-983575ad2b40,748,3965,299,07:43.4,Wallet,21:43.4,775
ec19a647-a00c-4acb-b4f5-4b13489abcfb,749,4871,299,50:07.5,UPI,00:07.5,990
35fb75bb-0694-43a7-823a-392ebf3c0d6c,750,4005,99,44:23.7,Wallet,55:23.7,1254
9f5471a0-778d-4dda-9ab0-3c38738977a0,751,1754,199,51:10.5,Net Banking,01:10.5,340
e55bdb28-af60-426a-bc29-78eda9c15489,752,1034,299,32:16.8,UPI,45:16.8,431
0d472b86-7467-45e7-8d00-07082253bed7,753,5616,199,07:00.4,Wallet,20:00.4,1269
9664b041-4a22-47af-9487-57764bd15b05,754,309,99,40:44.1,UPI,52:44.1,447
0dc7e447-e483-4d59-b781-9a781ed185d3,755,285,99,34:29.5,Net Banking,47:29.5,286
8d2f9fcf-c48c-41d4-b65a-a4bcf4136f13,756,491,99,19:41.4,Net Banking,34:41.4,674
769a1f18-b1ef-4bab-9c6a-5faaf3099969,757,5210,99,53:33.2,Debit Card,06:33.2,1937
312a8392-f42a-46e1-82b8-e01048bc6caf,758,5128,99,32:07.5,Wallet,46:07.5,274
b9eea376-bbc8-4ec4-a02f-151ce56af9f9,759,4081,99,02:44.5,Credit Card,12:44.5,887
58a82278-2023-4084-8e9e-fbf2739d70a4,760,4845,199,52:47.6,Net Banking,05:47.6,1414
456c0dcf-883a-4951-adda-1ba1a7ff20f9,761,2888,299,02:47.0,Net Banking,13:47.0,426
be262059-8441-4e07-84b7-6cf63b97614f,762,6843,99,39:00.6,UPI,54:00.6,960
ca90345c-b912-4ca1-8d17-93b70a88065a,763,5063,99,29:21.1,UPI,43:21.1,1222
e32e8baf-92df-4c7e-bf75-c8f8f78f314a,764,5009,99,19:22.7,Wallet,31:22.7,290
62fd1c42-772e-4918-b13a-e258fc599b25,765,1009,299,34:30.6,Net Banking,47:30.6,1318
cd1d3d75-b388-49c5-9014-31e2467a6aa5,766,753,199,48:54.7,UPI,02:54.7,1602
667864f0-044b-43af-bf79-92315bae7559,767,2935,299,02:10.1,Credit Card,13:10.1,1378
3859bbf2-47eb-43c6-9c50-90c137592965,768,2184,99,23:15.4,Credit Card,38:15.4,1075
2a8eda64-66b3-466d-997f-9e00f75c8d94,769,6296,199,39:17.4,Net Banking,54:17.4,1785
cb156281-ae8c-4989-8535-e0e9ee7c0424,770,1359,199,29:58.4,Net Banking,41:58.4,1060
ca00a025-7950-4e44-8079-f6089886a1a6,771,1829,99,59:58.0,UPI,14:58.0,267
47a022db-b42e-4ff7-b29d-b0043254ae93,772,4066,99,33:53.4,Net Banking,44:53.4,607
b0003728-8721-4f22-8233-42ada8c475de,773,6566,99,52:51.2,UPI,05:51.2,2062
7fdf3427-6c1e-464c-8f7f-41e7e4906436,774,1957,299,43:21.2,Wallet,55:21.2,1058
563a294f-a233-44e3-a03b-25558bd979a2,775,2446,99,19:35.2,Net Banking,34:35.2,676
c15c9da4-9f6b-4539-9581-69fa0b89c73b,776,4793,199,21:39.0,Net Banking,34:39.0,2095
be3c99dc-3fd1-4f0f-8321-e955051a759f,777,5961,199,10:44.1,Credit Card,20:44.1,1057
6e0641c9-7e6f-464f-ac3f-06262500c71d,778,6462,99,24:59.0,Credit Card,38:59.0,110
9bf58928-ca32-4732-81f6-fa3823618cbc,779,3082,199,16:15.8,Debit Card,30:15.8,1985
fc215b81-71b8-45af-a1c7-803c9ad1dcfb,780,1738,99,05:06.5,Wallet,20:06.5,543
01bed182-b94e-4ab2-b376-acc8344b8044,781,63,99,09:12.5,Debit Card,22:12.5,1407
fd742368-8b47-4af7-a10a-abeb1917fe38,782,4326,299,42:24.9,Wallet,56:24.9,83
8905db13-74ca-408d-b297-3a82aa53a212,783,3797,99,45:06.6,Wallet,59:06.6,1492
35718d99-8f9f-49b2-8457-0c3677cab2b7,784,262,199,28:34.1,Debit Card,39:34.1,1141
708d4a51-452d-4a2e-b8ea-3733e771a057,785,4886,199,22:36.7,Net Banking,37:36.7,647
cbfd12e8-371c-44ff-b785-5c14d4c88a11,786,1520,99,36:46.4,Net Banking,50:46.4,1445
6d63b9e7-d0c8-4a45-9bbf-d3fc22b5da25,787,2794,99,28:14.7,Debit Card,42:14.7,1041
1079437a-fe0f-456a-93ab-a5136cb1cc7f,788,5288,99,06:53.4,Wallet,20:53.4,1382
8c2459eb-ee66-4dce-879a-bca812a44a5f,789,6009,299,34:42.1,Net Banking,47:42.1,2009
93a7f600-4ffa-4ac0-824d-66f02140de52,790,3630,199,18:43.0,Credit Card,29:43.0,1545
9c582a39-8511-4c22-a820-6a6c7ea84a8d,791,1493,299,45:31.7,Credit Card,56:31.7,154
61e5a7ff-803a-4703-9675-0de1e6ed21eb,792,5196,99,00:43.3,Net Banking,15:43.3,507
77bd6f5c-5528-494e-8acd-d6a10be0da2d,793,183,99,57:25.5,Credit Card,10:25.5,838
0ebb4c4d-cffc-48dd-aef4-ca20c28af07b,794,4666,199,56:31.0,UPI,11:31.0,470
cdf878cd-010a-47f0-bc5d-ddcd0b353118,795,1537,199,07:13.5,Net Banking,21:13.5,1527
a9e2abc2-e4b8-4d83-b4ec-05eaac96bc8a,796,4307,99,37:04.2,Credit Card,48:04.2,1967
f562e70b-4c99-416b-b315-b6f3184281b4,797,3367,199,27:57.7,Credit Card,39:57.7,1325
f3553e41-aeef-4f0b-a783-44d20239c205,798,1652,299,40:54.0,Debit Card,53:54.0,357
f3c0dac5-06c0-4922-ae4d-7d6c2df4f019,799,5274,99,16:42.3,Wallet,30:42.3,608
b234fa79-2332-409c-bcbc-946d53545d14,800,4801,199,03:06.5,Debit Card,17:06.5,120
a0cac4ab-9493-4b94-8d88-e8fdc2a30f0a,801,786,99,05:28.6,UPI,16:28.6,645
678228d1-51ed-48de-bdff-06724772e358,802,6611,199,55:48.9,Credit Card,06:48.9,1921
30c7d594-e570-47e7-a986-e2d5b17fda60,803,1193,99,13:45.9,UPI,23:45.9,2019
500ed3d3-ee34-4da1-8702-3dd333d1d9b8,804,4395,199,39:53.4,Net Banking,50:53.4,1780
03769c05-2643-4d3a-82d4-c35f7dfc7cb5,805,5921,299,07:23.6,Wallet,20:23.6,1470
b4818cde-e586-497e-baf5-85e9232be750,806,1738,99,05:06.5,UPI,19:06.5,2008
8204c618-ea79-45fe-8b39-13af5db07fcd,807,5994,99,20:37.9,Wallet,33:37.9,791
b553c54a-5dd9-40cc-93ea-f349c0eed40a,808,5255,299,52:21.3,UPI,06:21.3,1825
13850a3b-6824-4a36-aeb1-50125a8b18f5,809,2401,299,58:35.6,Wallet,13:35.6,353
796d1962-156f-4fd2-b5d1-95a4fa9162e4,810,6736,199,04:17.8,Credit Card,19:17.8,556
9c693a73-1bdf-48e3-823e-3c285acc6b80,811,4766,299,00:33.3,Wallet,13:33.3,1893
fffdd69f-e428-46bf-abd4-ef399f57f433,812,2985,99,29:27.0,UPI,40:27.0,1466
61a4d5c1-dbdb-4627-8ba2-bda6132cb999,813,5543,99,23:54.9,Debit Card,34:54.9,1557
1793bea0-438c-4913-8674-8982b389261f,814,1043,99,58:27.9,Net Banking,12:27.9,2099
df223952-276b-4d45-9f54-73e9bed6a351,815,4041,99,58:42.4,Debit Card,08:42.4,1066
85bca6fc-fc6c-44c4-a1c2-a6e8d6977aef,816,4413,199,43:03.3,Net Banking,53:03.3,1894
e6652bc5-0bbc-4d4c-8460-cc7d9669a0c1,817,5515,99,21:54.7,Debit Card,32:54.7,1081
431c8bc8-0310-4f1b-8845-e199d8b1accc,818,3462,99,46:22.6,Debit Card,01:22.6,1567
91f0690b-b45b-4570-ba58-f7b1ac5f58e9,819,3170,99,24:27.6,Credit Card,37:27.6,841
dd759896-1a38-48f2-bec1-e66c06d68378,820,2236,99,01:47.7,UPI,14:47.7,1042
ff58ca46-e6b4-4079-b71a-b5c6cbce681d,821,1133,299,20:42.2,Wallet,30:42.2,677
9a47532f-5d93-440b-a86b-e22560df31ae,822,5954,299,13:06.7,Wallet,25:06.7,1501
40b6dced-3b7c-4a35-a56b-89325b5867d2,823,2296,299,59:07.5,Credit Card,13:07.5,1502
9dde3b58-be8d-4068-8e43-523aec8c644c,824,6407,99,21:01.1,Net Banking,36:01.1,1389
86fd260b-6aa4-4d8b-8545-fc0d8b289d74,825,6645,199,46:45.9,Credit Card,01:45.9,252
38ad004b-4982-462e-915d-6ab29316c635,826,2810,99,04:44.0,Debit Card,15:44.0,580
42ccec05-945e-4084-a6b4-ef46d33d0f96,827,2235,99,42:04.8,Wallet,56:04.8,60
b95d0a22-00d3-4bf4-9cd8-bff90005a398,828,2400,99,38:47.4,Debit Card,52:47.4,216
53d16e43-e5d4-43c2-a9d3-fbee2d04b2df,829,1369,299,27:50.7,Net Banking,40:50.7,316
450b447a-d9a0-43b8-8b81-20db33e243c3,830,3189,299,23:29.5,Debit Card,36:29.5,1204
96f98f4c-9f4e-4ccf-88c2-ba5b3f35e626,831,1401,99,53:31.5,Net Banking,03:31.5,1925
d0cb1f89-4e88-442f-b01e-8cfc107f37a4,832,1193,99,13:45.9,Net Banking,26:45.9,1180
da782c76-02e3-4f67-aa24-754054633c5b,833,2556,99,48:13.1,Wallet,59:13.1,1100
29f3ea83-6584-46cc-bfd4-2baa1251b05f,834,3895,99,45:07.1,Net Banking,59:07.1,1265
e716b722-570d-4382-92ae-b1dd9fa614d4,835,1043,99,58:27.9,UPI,11:27.9,452
d651a79d-c522-4490-bb15-a6f876c162e8,836,5468,99,41:04.6,Wallet,55:04.6,1670
1af32607-2b1f-47dd-aa73-9ef83beb6cc0,837,6500,199,29:33.2,Credit Card,42:33.2,1304
da0334b3-a551-4f98-8565-635363b99314,838,2260,199,22:08.6,Wallet,34:08.6,2088
7ea88f8c-0ee5-4350-9a01-486d97b530a7,839,670,99,54:37.3,Credit Card,05:37.3,1169
855c61c1-91f5-47de-9d3a-e2b0254f2e2e,840,1673,99,23:50.5,Debit Card,37:50.5,202
93afbeb2-1408-4995-92b6-887932680fc9,841,2839,99,39:44.3,Net Banking,50:44.3,136
5c801581-d053-499b-aa88-a6ffec635006,842,4520,299,59:17.5,Net Banking,13:17.5,742
d3e4ccdf-c168-4bbf-b41d-31f7ffe29bbb,843,4602,99,41:38.9,Credit Card,53:38.9,1218
192f0c13-cc18-4290-94ab-c17681ec2fd5,844,4457,299,20:52.7,UPI,30:52.7,1415
4a8c64b5-b21f-4dcf-b009-ab4458d2be49,845,2798,99,11:19.6,Wallet,22:19.6,1809
9552b115-4dc2-4689-a46e-c1bbecb29def,846,1081,99,22:09.7,Debit Card,33:09.7,1904
18bd0510-52bc-4972-9d06-5f54518da80e,847,3619,299,00:02.4,Wallet,15:02.4,479
3570d2e7-0678-4847-bfdc-24176a04ff16,848,6836,199,44:46.2,Debit Card,58:46.2,1191
8e2f66ed-c2e8-4175-bac2-891507526196,849,6465,99,15:24.4,Wallet,29:24.4,903
520df738-eaea-4037-8e9f-d28a5aa589f9,850,1572,299,19:13.0,Debit Card,30:13.0,906
328ed937-a60f-44d9-ba93-753af0cae19e,851,125,99,26:17.2,Net Banking,41:17.2,1350
98c5be35-e1f0-48e4-ae98-2938ce1a6e6f,852,4476,299,24:32.7,Wallet,39:32.7,441
e201e536-840a-4cd0-afac-7b17fb9e4bcf,853,2330,99,15:13.8,UPI,30:13.8,1822
884f4be9-c6c9-42ce-a0ff-c50a32789add,854,3289,99,45:12.5,UPI,56:12.5,273
692464c6-cca5-4649-867b-b908db240840,855,5567,199,56:05.9,Debit Card,09:05.9,560
c7df85b6-b651-43da-8159-4f9feb917ce9,856,6761,99,05:25.8,UPI,16:25.8,1792
e82d4d89-fd0e-4fe8-9122-f36d8b2b7b10,857,5692,99,41:52.1,Debit Card,56:52.1,46
6346b9d6-8696-403d-a767-d200479c31cf,858,2291,299,07:54.4,Net Banking,18:54.4,361
e9f9ccac-6191-4628-88a9-4ed51fa3b04e,859,4730,299,29:42.9,Wallet,44:42.9,1881
f3569761-cbba-4696-8b66-618616b2f889,860,2811,99,27:53.6,UPI,39:53.6,631
e989f582-5a9c-472a-b7be-127a6037d9f9,861,994,99,41:05.2,Wallet,54:05.2,530
0d71d2d4-f2cc-4905-84cc-a7c6ce4b5121,862,3044,199,28:35.9,Debit Card,39:35.9,694
a3abd0a2-7548-42ae-98ce-86eebf0fcb2a,863,259,299,16:11.3,Credit Card,31:11.3,326
8570c263-0373-44d1-962b-1f643f210395,864,2503,99,45:54.0,UPI,59:54.0,43
711853f8-1c61-4625-81a1-daf47a503cff,865,6423,299,52:30.3,Net Banking,02:30.3,596
9982be5e-8d32-4dad-9bda-0d7bd8ef0f37,866,3658,199,41:02.9,Wallet,56:02.9,76
414da5a6-e7a6-4a6f-9aa9-17562081c32d,867,4283,199,10:45.9,UPI,21:45.9,61
264c3c5f-6ffb-4418-8be5-1d096b7272de,868,5704,299,52:36.4,UPI,06:36.4,1905
abb09ec4-d7fb-4bcf-bb80-82c1d45bb77f,869,112,99,38:20.5,Credit Card,49:20.5,322
c3a206ba-56ec-42fc-a978-12ec174af573,870,5977,99,31:24.2,Net Banking,45:24.2,1578
73b859a9-4df5-4d4f-9b71-80e0c7786ac4,871,6382,99,49:12.6,Debit Card,04:12.6,1801
d6f3ecb6-afb0-4616-8650-2faf003d441e,872,3105,99,13:25.1,Debit Card,24:25.1,1932
fb1f7502-90c9-4b40-97d6-64067ac67213,873,481,299,24:58.2,UPI,35:58.2,2078
12a47521-110e-497e-a1c2-bc2421d67caf,874,4268,99,29:24.9,Debit Card,41:24.9,59
f57a8703-1143-4f41-a9d4-c4c6e4a24bcd,875,624,199,31:09.5,Net Banking,42:09.5,630
69806b63-fafa-408a-b367-b467162bd2b8,876,2764,99,07:28.9,Credit Card,22:28.9,633
7f96157d-1869-4994-84eb-49a782c6c26c,877,2441,99,38:17.8,UPI,52:17.8,1714
a333125d-a00f-48a3-8179-8cd5dc592233,878,5444,99,01:27.4,UPI,13:27.4,505
24d8b969-2a02-40fd-b206-519b6e3ea532,879,5396,199,55:20.8,Debit Card,10:20.8,1720
d008be73-f2ce-4d8a-a043-ec2972294342,880,6893,299,45:13.0,Net Banking,56:13.0,52
5059d452-0035-444d-a7eb-341e074df88a,881,3681,299,52:00.6,UPI,04:00.6,1119
846fb1d7-ba87-4e0d-be09-2a2896f1c0ee,882,604,199,27:57.1,Debit Card,37:57.1,1246
a9692a44-41e5-47e2-9c8d-57d522dd0320,883,1000,99,22:38.3,Debit Card,34:38.3,1834
5787c4fc-3067-44e0-9276-f8acbfa861e1,884,2631,299,07:31.7,Wallet,19:31.7,1588
a3957af8-0dda-4bd6-88d4-907a9b748744,885,889,199,56:49.0,Net Banking,08:49.0,1014
df4fa92b-9d05-4448-8783-f5c4125c75ff,886,5188,99,11:35.3,Credit Card,24:35.3,1533
cd385b9d-b2b3-4f6a-ad25-c1893fe17308,887,500,199,59:53.1,Net Banking,13:53.1,362
642d81e0-cb9e-43a2-bd10-21eb61c7e927,888,4677,99,42:31.4,Net Banking,55:31.4,1205
27c512ff-1363-430e-bcab-1af354196988,889,4482,99,25:11.9,Wallet,35:11.9,149
74da1fb8-7ac5-4d95-ae29-a08b306c84c7,890,6175,99,19:43.3,Credit Card,29:43.3,675
143febec-d1bc-4ef9-8bb0-3dbe33930705,891,4732,99,12:31.4,Credit Card,24:31.4,628
14ab7ada-d99d-4b51-94fd-105eb03dc0bb,892,6722,99,53:43.3,Net Banking,05:43.3,63
ba896ad7-50da-4ea7-8905-d12c2e02d235,893,863,99,47:28.3,UPI,00:28.3,400
296c9b47-b827-4b37-b18b-91821e7038cf,894,526,99,41:24.8,Wallet,53:24.8,605
7d6e64c0-1e23-4c2a-914e-7317fcd83ae6,895,6100,199,41:57.3,UPI,54:57.3,397
4e352a85-5b88-408e-a593-f5718ea0be86,896,2344,299,56:21.8,UPI,08:21.8,1543
4548cccc-1dbe-41d3-b40e-d55d3c29c47c,897,1972,199,23:17.6,Debit Card,35:17.6,1935
8925a27b-c97d-484f-90a7-f964d7abf4b3,898,2023,299,57:08.4,Net Banking,10:08.4,1413
67800cbc-0b0c-4f2f-af07-6a1b78073d09,899,1703,99,13:13.3,UPI,26:13.3,1091
ad187d0f-ce0b-4ccc-b8bf-f9e63e90c753,900,2734,99,03:55.0,Net Banking,14:55.0,1017
8fbf62f2-2f55-40e5-ba84-3c9de99b0d05,901,1015,99,56:23.2,Wallet,07:23.2,1987
1bf565fb-28c4-46f4-b416-95329d6b3c8a,902,2532,199,11:26.2,Net Banking,24:26.2,1490
e6bae405-42d2-47d9-9da6-794131d9783c,903,2739,99,11:10.6,Debit Card,21:10.6,1271
d7ae537e-78b5-4e27-9320-bd4f56631903,904,5069,99,51:28.1,Debit Card,03:28.1,342
1ed8af67-6af4-4a70-98e3-b1cda1be054c,905,3748,199,27:59.4,UPI,37:59.4,490
a1aebd8a-d49e-4b17-bd82-d30ef9a09382,906,4201,99,55:25.8,Credit Card,07:25.8,403
bf40f5ac-1799-4ad4-abf1-875705ad9bcb,907,899,99,24:18.1,UPI,34:18.1,1755
fcaa4848-235e-4f60-9cf6-4954539b48c9,908,322,99,32:46.2,Credit Card,42:46.2,294
04e5da72-fd52-4879-8f7b-48884778afc8,909,908,299,00:55.6,Net Banking,12:55.6,664
0523af87-c25f-4dbe-92cd-65e45f847306,910,940,199,42:32.0,Net Banking,57:32.0,654
cad45ada-e4c7-4f9e-b8aa-d85142eb4a57,911,697,199,44:08.4,Net Banking,54:08.4,1373
8de2fdf9-4e72-48b3-8ffe-dbae2d37b2b5,912,5792,199,30:36.5,Net Banking,40:36.5,1365
b963e2ad-6205-4a75-8f7a-c737f64708d3,913,3440,99,56:20.7,Wallet,09:20.7,166
579a65c7-f719-4f59-9afb-0c2d599967d8,914,3534,99,53:34.9,Net Banking,03:34.9,1815
16e8dab0-3318-4619-8631-c7a64896d0f7,915,6008,99,37:44.8,UPI,51:44.8,1601
f7f69f95-c4e9-4def-bbd1-525d3011a65c,916,5089,99,28:38.3,Debit Card,39:38.3,1609
0f7892e6-b0ae-41a0-8017-5cdebf5c4633,917,5280,99,44:51.0,Debit Card,55:51.0,1920
17e5b655-31e7-4e03-bc81-46efd371b186,918,3502,199,44:02.5,Wallet,57:02.5,1819
7ceb1812-7e90-4f50-a908-aceb15a6c2bf,919,2426,199,11:06.2,Net Banking,21:06.2,413
468c7da0-8289-484b-bca2-12c872bf6506,920,48,99,24:19.3,UPI,36:19.3,1765
25eea6b2-0f7e-423e-8d50-fa304d9f7a44,921,4407,299,45:22.2,Net Banking,58:22.2,989
d1cdc62b-12ad-4220-b360-0366d658695d,922,4812,299,53:50.5,Credit Card,06:50.5,1812
fa6589c6-fbef-4060-8ad5-f310cdb3ea40,923,4178,99,41:11.7,Debit Card,56:11.7,1228
ba80e343-4242-4857-848a-5f2ca74f23ce,924,4329,99,40:53.1,UPI,50:53.1,1245
d8b38ce0-ba63-488a-a148-e7decd742484,925,2576,199,05:49.2,Credit Card,16:49.2,1749
f41d5257-769b-4dba-aeb2-1cc01031fb0d,926,2576,199,05:49.2,Wallet,19:49.2,2051
85baef17-7aef-4b99-9d10-192c0a28179a,927,5508,99,08:16.3,Debit Card,19:16.3,1079
019374a8-16a1-4f20-9755-860bdf4c22c1,928,5024,199,08:58.4,UPI,19:58.4,1229
cff4ee3d-86ca-422a-9302-13118488d882,929,3963,99,12:06.3,UPI,25:06.3,380
df180f27-1645-44b4-adbd-ce61ee389f03,930,6537,199,39:41.2,Wallet,51:41.2,750
182d08af-cd6f-4ab6-b810-380a0a23f8e2,931,4908,99,50:01.1,Wallet,04:01.1,150
f49f3733-62a0-48c6-876a-9f13004bf984,932,978,199,22:06.9,Debit Card,37:06.9,548
959b7a49-e9b4-41a8-9879-2f0db8f86708,933,5108,99,28:19.8,Credit Card,38:19.8,28
4ecbfc06-251f-497c-bcca-8f1e1a2c8b0e,934,1501,299,07:18.8,Debit Card,18:18.8,1409
b546ea4a-47cd-47b4-8d11-99ac92954400,935,1787,99,36:23.0,Credit Card,48:23.0,1025
c9af9b46-fcc6-46dd-bf61-b35b8cd130eb,936,3358,99,34:59.4,UPI,46:59.4,1185
272332e8-4b32-4db7-9f8b-5421c8c08198,937,2783,199,48:11.2,Credit Card,03:11.2,1730
9c5d3e73-339d-4488-807c-b3b5e15182b6,938,3977,299,58:30.9,UPI,11:30.9,1639
f6547f1e-b52f-4c60-beb8-2888f3f060f3,939,2473,99,53:09.9,UPI,07:09.9,107
345394d8-ce5b-4bfc-95ad-ae85fc5d09dd,940,106,99,40:16.0,UPI,52:16.0,1540
72b925c5-79a8-4d1f-b2b1-0e2d6f64b2f7,941,503,199,59:17.8,UPI,10:17.8,1004
448d73db-1f0d-4830-96c6-ad1019c5dfbf,942,5539,199,03:10.4,Credit Card,17:10.4,264
d99fc1d9-9485-407d-a311-aba26198092a,943,4655,99,20:33.9,Net Banking,32:33.9,1114
9397e7c4-ac5d-40a4-879b-d21495efd9f1,944,1832,99,26:11.1,Debit Card,36:11.1,1978
36982a40-682a-439f-a871-5b0ffe3d08f2,945,1790,299,04:25.0,Debit Card,19:25.0,1348
064b26ca-729d-4b19-8ad6-0a102bfb709a,946,5116,299,00:40.1,Wallet,10:40.1,861
0b79bd11-f183-4556-b981-f0cf6943beac,947,6376,199,26:04.8,UPI,40:04.8,1085
0e1cccb9-3522-4299-a840-0867ac170d8c,948,401,99,55:25.4,UPI,06:25.4,922
41ba5405-fff6-4db7-a256-7f77008f0b55,949,5957,199,43:53.9,UPI,56:53.9,1380
a5a13bbd-1354-4d4d-9f39-f27899942eec,950,2767,199,36:44.3,Credit Card,47:44.3,1396
8607a9b6-373e-4e03-8eba-84ad5a578b47,951,2760,299,41:42.0,UPI,56:42.0,15
32828af3-0cf5-4518-8756-0b09f908fba1,952,612,99,54:23.2,Net Banking,07:23.2,817
077535d4-e9f1-43bc-9a1f-8f8fdca085a5,953,1174,199,01:32.6,Wallet,16:32.6,1569
77e6309d-4299-4f5c-a920-741d1c237bb3,954,2904,199,29:05.7,UPI,41:05.7,14
b6cd35d2-3534-477f-a351-5b0e55a27643,955,1766,299,29:15.5,Debit Card,41:15.5,996
429ad592-308e-4323-87a1-554fe10c8443,956,1282,199,11:39.5,UPI,23:39.5,382
ea266e30-4c6e-41b5-988e-d128e49b09dc,957,717,99,16:20.9,Wallet,28:20.9,1622
5c15108b-9b03-4349-a6d5-fdae81fd61f8,958,1588,299,15:37.9,Net Banking,30:37.9,1080
e86109ad-d5e2-4148-866a-44590ade9449,959,3686,199,07:45.9,Wallet,18:45.9,1095
7240591d-f5d1-4ecd-9b99-7a2482b6892f,960,2763,99,35:54.8,Credit Card,46:54.8,1331
bd1e3db9-2618-46b7-aa89-0490e063e6f8,961,1874,99,58:30.5,UPI,13:30.5,918
0b46d529-4902-4950-9e32-de8cbe8f89a3,962,4970,99,16:22.5,Credit Card,28:22.5,277
3ef0091f-85fe-43c2-8c67-56982f039e04,963,2333,99,57:06.6,Wallet,08:06.6,707
94f9004a-d94c-499e-b0a6-7028395c9f42,964,6250,299,39:23.1,Credit Card,51:23.1,1064
fd9198e6-2a7b-4b93-b48e-1981335ffba3,965,1411,299,35:21.6,Debit Card,49:21.6,127
3a637eea-c076-42bd-87e8-c55a53c6e3cf,966,3676,199,18:19.6,Net Banking,30:19.6,1158
6bed0c7d-8aaf-4fb0-93a6-ba719e0471ab,967,37,299,55:32.9,Net Banking,06:32.9,531
0b05cd95-47cd-4f84-aead-847b42bdb5e9,968,5873,299,58:10.5,Wallet,12:10.5,1580
c13b9e34-a19b-4b87-af64-5a03f3d1f414,969,4058,99,20:39.1,Wallet,35:39.1,1715
7c63e55d-3c44-4005-a1da-d680c1934ee4,970,2527,199,16:20.9,Wallet,27:20.9,748
e6925b8e-0935-4ee0-bf46-5bf978fb37aa,971,633,199,34:18.3,UPI,49:18.3,520
433a5f11-1189-4e74-8021-956979a5aed6,972,1471,99,00:30.6,UPI,11:30.6,371
eab1b7e3-1622-449e-9fdd-6a0ba15b2f3b,973,6369,199,36:39.1,Debit Card,48:39.1,1688
4cacdd01-4101-4caa-89a6-153a8060a860,974,6622,199,31:58.4,Credit Card,42:58.4,439
9e446e00-a96d-4e84-b458-c466328a0891,975,579,199,53:37.9,Net Banking,04:37.9,554
6588fc3a-3db4-48ef-b952-cfa51ba0d3a5,976,6609,99,51:19.7,Net Banking,05:19.7,886
d4086930-f93a-45dd-8b61-dadaa6c87395,977,1417,99,56:47.7,Debit Card,07:47.7,1494
