"payment_id","subscription_id","user_id","subscription_type","amount_cents","amount","payment_method","payment_time_raw","created_time_raw"
1,845,4860,"Student",99,"0.99","Credit Card",NULL,"47:25.6"
549,846,2234,"Family",299,"2.99","Net Banking",NULL,"37:55.2"
1966,847,3949,"Premium",199,"1.99","UPI",NULL,"21:23.7"
1842,848,6063,"Family",299,"2.99","UPI",NULL,"38:58.8"
1006,849,3238,"Student",99,"0.99","Wallet",NULL,"23:40.4"
1900,850,193,"Student",99,"0.99","Credit Card",NULL,"34:32.1"
496,851,206,"Student",99,"0.99","Net Banking",NULL,"24:13.1"
318,852,5012,"Student",99,"0.99","UPI",NULL,"27:29.9"
647,853,1696,"Student",99,"0.99","Net Banking",NULL,"21:17.4"
384,854,3761,"Family",299,"2.99","Debit Card",NULL,"27:13.9"
1709,855,5770,"Family",299,"2.99","UPI",NULL,"58:39.7"
1817,856,5174,"Student",99,"0.99","Credit Card",NULL,"05:25.4"
1253,857,3672,"Premium",199,"1.99","Credit Card",NULL,"50:49.4"
1899,858,453,"Premium",199,"1.99","Net Banking",NULL,"22:45.9"
2067,859,4980,"Student",99,"0.99","Net Banking",NULL,"45:27.5"
1959,860,16,"Student",99,"0.99","Wallet",NULL,"06:50.5"
946,861,5116,"Family",299,"2.99","Wallet",NULL,"10:40.1"
1223,862,1526,"Student",99,"0.99","Debit Card",NULL,"32:46.5"
1910,863,4611,"Student",99,"0.99","Net Banking",NULL,"22:52.0"
319,864,3602,"Student",99,"0.99","UPI",NULL,"49:05.6"
1254,865,4958,"Family",299,"2.99","UPI",NULL,"08:41.3"
1794,866,2569,"Student",99,"0.99","Net Banking",NULL,"19:09.0"
1139,867,6957,"Premium",199,"1.99","Credit Card",NULL,"21:01.5"
1995,868,5112,"Student",99,"0.99","Net Banking",NULL,"03:11.2"
1214,869,4346,"Student",99,"0.99","Credit Card",NULL,"33:50.5"
473,870,3738,"Family",299,"2.99","Wallet",NULL,"58:12.4"
680,871,5665,"Family",299,"2.99","Net Banking",NULL,"48:30.9"
1438,872,1740,"Family",299,"2.99","Credit Card",NULL,"24:27.4"
2044,873,2884,"Student",99,"0.99","Wallet",NULL,"35:29.9"
446,874,4139,"Student",99,"0.99","Credit Card",NULL,"52:48.0"
1693,875,1775,"Family",299,"2.99","Net Banking",NULL,"43:55.8"
237,876,4247,"Student",99,"0.99","UPI",NULL,"50:44.1"
1813,877,537,"Student",99,"0.99","Net Banking",NULL,"01:15.0"
1132,878,2185,"Family",299,"2.99","Credit Card",NULL,"37:46.7"
1827,879,6,"Premium",199,"1.99","Debit Card",NULL,"22:45.0"
94,880,1077,"Premium",199,"1.99","UPI",NULL,"39:06.1"
1512,881,6764,"Premium",199,"1.99","Wallet",NULL,"10:11.0"
1352,882,4069,"Student",99,"0.99","Wallet",NULL,"20:54.3"
1529,883,1546,"Student",99,"0.99","Wallet",NULL,"08:58.7"
121,884,804,"Student",99,"0.99","Net Banking",NULL,"33:35.9"
659,885,423,"Student",99,"0.99","Net Banking",NULL,"01:02.4"
976,886,6609,"Student",99,"0.99","Net Banking",NULL,"05:19.7"
759,887,4081,"Student",99,"0.99","Credit Card",NULL,"12:44.5"
1809,888,939,"Family",299,"2.99","Debit Card",NULL,"18:10.2"
685,889,2732,"Family",299,"2.99","Credit Card",NULL,"26:18.4"
1714,890,3530,"Premium",199,"1.99","Net Banking",NULL,"10:48.4"
1856,891,5343,"Student",99,"0.99","Debit Card",NULL,"26:18.2"
1646,892,2480,"Student",99,"0.99","Wallet",NULL,"03:48.2"
1125,893,1453,"Student",99,"0.99","Net Banking",NULL,"26:57.0"
81,894,692,"Family",299,"2.99","Credit Card",NULL,"49:46.0"
656,895,4593,"Student",99,"0.99","UPI",NULL,"53:19.8"
542,896,1683,"Student",99,"0.99","Wallet",NULL,"17:00.5"
1767,897,1822,"Family",299,"2.99","Debit Card",NULL,"06:58.6"
249,898,6625,"Family",299,"2.99","Wallet",NULL,"03:19.8"
1550,899,6052,"Family",299,"2.99","Wallet",NULL,"19:15.4"
283,900,3515,"Student",99,"0.99","Credit Card",NULL,"37:13.1"
1376,901,4161,"Student",99,"0.99","Net Banking",NULL,"09:23.0"
717,902,4722,"Student",99,"0.99","Wallet",NULL,"51:05.4"
849,903,6465,"Student",99,"0.99","Wallet",NULL,"29:24.4"
288,904,3769,"Family",299,"2.99","Wallet",NULL,"32:49.4"
1950,905,5721,"Student",99,"0.99","Net Banking",NULL,"51:56.6"
850,906,1572,"Family",299,"2.99","Debit Card",NULL,"30:13.0"
724,907,3013,"Student",99,"0.99","UPI",NULL,"01:40.3"
441,908,3393,"Student",99,"0.99","Debit Card",NULL,"41:42.4"
1410,909,4502,"Premium",199,"1.99","UPI",NULL,"17:11.0"
270,910,6264,"Student",99,"0.99","UPI",NULL,"06:09.3"
1591,911,5177,"Student",99,"0.99","UPI",NULL,"14:24.2"
1481,912,299,"Student",99,"0.99","Wallet",NULL,"36:54.1"
1546,913,5717,"Premium",199,"1.99","Credit Card",NULL,"22:33.2"
1234,914,1144,"Premium",199,"1.99","Wallet",NULL,"30:50.3"
562,915,1610,"Family",299,"2.99","Debit Card",NULL,"22:11.7"
672,916,3207,"Student",99,"0.99","Net Banking",NULL,"01:00.4"
1281,917,2476,"Student",99,"0.99","Net Banking",NULL,"46:15.5"
961,918,1874,"Student",99,"0.99","UPI",NULL,"13:30.5"
1615,919,3054,"Student",99,"0.99","Wallet",NULL,"28:31.9"
1126,920,6326,"Student",99,"0.99","Wallet",NULL,"51:23.9"
1285,921,1761,"Family",299,"2.99","Debit Card",NULL,"37:01.9"
948,922,401,"Student",99,"0.99","UPI",NULL,"06:25.4"
1875,923,6690,"Family",299,"2.99","Wallet",NULL,"10:02.3"
1657,924,4764,"Family",299,"2.99","Credit Card",NULL,"18:57.9"
411,925,2598,"Family",299,"2.99","UPI",NULL,"24:48.6"
582,926,6570,"Student",99,"0.99","UPI",NULL,"04:58.8"
1753,927,4643,"Premium",199,"1.99","UPI",NULL,"27:43.9"
84,928,2416,"Student",99,"0.99","Debit Card",NULL,"29:19.1"
1760,929,1414,"Premium",199,"1.99","Wallet",NULL,"29:19.0"
379,930,2275,"Student",99,"0.99","UPI",NULL,"05:16.6"
443,931,1747,"Family",299,"2.99","UPI",NULL,"13:21.5"
1030,932,314,"Premium",199,"1.99","Credit Card",NULL,"04:18.9"
2045,933,5315,"Family",299,"2.99","UPI",NULL,"21:03.1"
314,934,4646,"Student",99,"0.99","UPI",NULL,"26:54.0"
1147,935,2077,"Family",299,"2.99","Net Banking",NULL,"09:36.1"
1454,936,6784,"Family",299,"2.99","Wallet",NULL,"03:03.2"
1539,937,6632,"Student",99,"0.99","UPI",NULL,"25:00.4"
1367,938,2485,"Family",299,"2.99","Net Banking",NULL,"56:58.8"
740,939,6261,"Student",99,"0.99","Debit Card",NULL,"23:55.5"
1060,940,4663,"Student",99,"0.99","Debit Card",NULL,"52:02.6"
134,941,630,"Family",299,"2.99","Wallet",NULL,"17:09.3"
111,942,787,"Premium",199,"1.99","UPI",NULL,"58:11.8"
324,943,5377,"Student",99,"0.99","UPI",NULL,"01:43.6"
1877,944,6964,"Student",99,"0.99","Net Banking",NULL,"03:13.2"
1177,945,7000,"Family",299,"2.99","Credit Card",NULL,"43:42.0"
1743,946,2008,"Student",99,"0.99","Debit Card",NULL,"50:34.8"
167,947,2472,"Student",99,"0.99","Credit Card",NULL,"37:18.8"
263,948,5598,"Student",99,"0.99","Wallet",NULL,"16:56.8"
1397,949,2704,"Family",299,"2.99","UPI",NULL,"02:55.4"
1296,950,215,"Student",99,"0.99","Wallet",NULL,"54:44.8"
1073,951,2797,"Student",99,"0.99","Credit Card",NULL,"59:17.9"
1128,952,6975,"Student",99,"0.99","Credit Card",NULL,"25:09.8"
368,953,6554,"Premium",199,"1.99","Wallet",NULL,"55:35.6"
2022,954,3182,"Student",99,"0.99","UPI",NULL,"37:34.0"
258,955,805,"Family",299,"2.99","Wallet",NULL,"48:17.9"
1408,956,3098,"Student",99,"0.99","Net Banking",NULL,"45:02.2"
1574,957,3888,"Premium",199,"1.99","Debit Card",NULL,"08:17.5"
1531,958,4235,"Premium",199,"1.99","Wallet",NULL,"14:56.1"
1949,959,3148,"Premium",199,"1.99","Net Banking",NULL,"59:29.1"
762,960,6843,"Student",99,"0.99","UPI",NULL,"54:00.6"
1097,961,6033,"Premium",199,"1.99","Credit Card",NULL,"58:03.2"
1428,962,4503,"Premium",199,"1.99","Wallet",NULL,"01:05.9"
177,963,2512,"Premium",199,"1.99","Wallet",NULL,"31:10.1"
1314,964,593,"Student",99,"0.99","Credit Card",NULL,"48:33.8"
1000,965,2506,"Premium",199,"1.99","Credit Card",NULL,"10:44.2"
1542,966,332,"Student",99,"0.99","Credit Card",NULL,"21:44.8"
992,967,1580,"Premium",199,"1.99","Net Banking",NULL,"24:13.7"
593,968,2786,"Student",99,"0.99","Wallet",NULL,"57:29.8"
1845,969,5389,"Premium",199,"1.99","UPI",NULL,"25:31.1"
1401,970,3885,"Student",99,"0.99","Credit Card",NULL,"55:18.1"
438,971,5636,"Student",99,"0.99","Net Banking",NULL,"48:03.1"
579,972,395,"Student",99,"0.99","Credit Card",NULL,"15:43.3"
728,973,6115,"Family",299,"2.99","Debit Card",NULL,"41:29.3"
715,974,3162,"Family",299,"2.99","Wallet",NULL,"06:26.6"
617,975,3,"Premium",199,"1.99","UPI",NULL,"25:04.5"
1029,976,6056,"Student",99,"0.99","UPI",NULL,"21:41.2"
1503,977,864,"Student",99,"0.99","Credit Card",NULL,"11:29.6"
70,978,3841,"Student",99,"0.99","UPI",NULL,"29:23.6"
696,979,4296,"Premium",199,"1.99","Credit Card",NULL,"23:34.3"
600,980,254,"Student",99,"0.99","Credit Card",NULL,"27:50.8"
1076,981,5745,"Student",99,"0.99","Net Banking",NULL,"57:51.2"
1137,982,3062,"Student",99,"0.99","Wallet",NULL,"39:41.2"
250,983,2429,"Premium",199,"1.99","Net Banking",NULL,"41:55.2"
1120,984,4592,"Student",99,"0.99","Credit Card",NULL,"53:59.5"
1498,985,5206,"Premium",199,"1.99","Wallet",NULL,"29:57.9"
1414,986,6118,"Family",299,"2.99","Credit Card",NULL,"06:28.9"
536,987,6726,"Family",299,"2.99","UPI",NULL,"03:55.4"
1575,988,2486,"Premium",199,"1.99","Debit Card",NULL,"12:17.8"
921,989,4407,"Family",299,"2.99","Net Banking",NULL,"58:22.2"
749,990,4871,"Family",299,"2.99","UPI",NULL,"00:07.5"
159,991,133,"Premium",199,"1.99","Net Banking",NULL,"40:23.3"
620,992,748,"Student",99,"0.99","Net Banking",NULL,"55:25.0"
572,993,3627,"Family",299,"2.99","UPI",NULL,"37:58.2"
2053,994,5520,"Premium",199,"1.99","Wallet",NULL,"47:41.8"
1491,995,5283,"Premium",199,"1.99","Debit Card",NULL,"11:53.4"
955,996,1766,"Family",299,"2.99","Debit Card",NULL,"41:15.5"
1831,997,4652,"Premium",199,"1.99","Debit Card",NULL,"36:23.1"
1572,998,3796,"Student",99,"0.99","Credit Card",NULL,"23:25.1"
1052,999,6650,"Premium",199,"1.99","Wallet",NULL,"53:57.4"
96,1000,123,"Student",99,"0.99","Net Banking",NULL,"34:10.6"
1766,1001,4349,"Student",99,"0.99","Net Banking",NULL,"31:05.6"
1499,1002,576,"Student",99,"0.99","Credit Card",NULL,"41:17.6"
1967,1003,620,"Premium",199,"1.99","UPI",NULL,"46:42.8"
941,1004,503,"Premium",199,"1.99","UPI",NULL,"10:17.8"
1152,1005,6567,"Student",99,"0.99","Debit Card",NULL,"15:33.7"
1360,1006,3566,"Family",299,"2.99","Wallet",NULL,"06:31.6"
558,1007,4259,"Student",99,"0.99","Credit Card",NULL,"28:11.2"
508,1008,4582,"Student",99,"0.99","Wallet",NULL,"38:33.7"
1923,1009,6148,"Family",299,"2.99","Wallet",NULL,"42:17.6"
1727,1010,4430,"Family",299,"2.99","Credit Card",NULL,"35:35.8"
1725,1011,6324,"Student",99,"0.99","Net Banking",NULL,"42:44.5"
684,1012,6476,"Student",99,"0.99","Credit Card",NULL,"10:41.6"
1980,1013,896,"Student",99,"0.99","Debit Card",NULL,"59:40.9"
885,1014,889,"Premium",199,"1.99","Net Banking",NULL,"08:49.0"
1112,1015,1996,"Premium",199,"1.99","Debit Card",NULL,"12:42.1"
1358,1016,224,"Student",99,"0.99","Debit Card",NULL,"24:44.9"
900,1017,2734,"Student",99,"0.99","Net Banking",NULL,"14:55.0"
1839,1018,6587,"Premium",199,"1.99","Net Banking",NULL,"29:48.6"
699,1019,231,"Family",299,"2.99","Debit Card",NULL,"01:20.9"
1300,1020,1964,"Student",99,"0.99","Debit Card",NULL,"32:57.1"
1611,1021,5752,"Family",299,"2.99","Net Banking",NULL,"22:38.0"
2049,1022,2231,"Premium",199,"1.99","UPI",NULL,"36:17.5"
604,1023,2390,"Family",299,"2.99","Wallet",NULL,"08:15.3"
1049,1024,2064,"Premium",199,"1.99","Debit Card",NULL,"33:10.6"
935,1025,1787,"Student",99,"0.99","Credit Card",NULL,"48:23.0"
1431,1026,5106,"Premium",199,"1.99","Credit Card",NULL,"53:06.3"
1648,1027,4114,"Student",99,"0.99","Net Banking",NULL,"22:08.8"
211,1028,5672,"Student",99,"0.99","Wallet",NULL,"10:08.3"
144,1029,1815,"Family",299,"2.99","Wallet",NULL,"44:09.2"
6,1030,3768,"Premium",199,"1.99","Debit Card",NULL,"35:44.9"
106,1031,1448,"Premium",199,"1.99","Net Banking",NULL,"59:04.1"
1068,1032,38,"Student",99,"0.99","Wallet",NULL,"06:58.6"
95,1033,385,"Family",299,"2.99","Credit Card",NULL,"32:52.5"
1507,1034,6032,"Student",99,"0.99","Credit Card",NULL,"34:26.2"
1629,1035,5118,"Student",99,"0.99","UPI",NULL,"32:57.0"
1383,1036,2858,"Family",299,"2.99","Net Banking",NULL,"33:34.8"
269,1037,2410,"Premium",199,"1.99","Debit Card",NULL,"45:01.9"
1968,1038,3650,"Premium",199,"1.99","Debit Card",NULL,"52:55.0"
396,1039,1266,"Student",99,"0.99","Net Banking",NULL,"41:37.9"
2090,1040,5578,"Student",99,"0.99","Wallet",NULL,"29:12.1"
787,1041,2794,"Student",99,"0.99","Debit Card",NULL,"42:14.7"
820,1042,2236,"Student",99,"0.99","UPI",NULL,"14:47.7"
279,1043,6861,"Family",299,"2.99","UPI",NULL,"21:00.8"
162,1044,1971,"Premium",199,"1.99","Debit Card",NULL,"12:51.3"
646,1045,1999,"Premium",199,"1.99","UPI",NULL,"21:09.1"
670,1046,1132,"Family",299,"2.99","UPI",NULL,"44:32.6"
1732,1047,5034,"Student",99,"0.99","Wallet",NULL,"54:54.5"
1271,1048,6557,"Family",299,"2.99","Credit Card",NULL,"53:38.8"
67,1049,5956,"Family",299,"2.99","Credit Card",NULL,"24:43.1"
619,1050,2630,"Family",299,"2.99","Debit Card",NULL,"08:58.6"
2054,1051,4011,"Student",99,"0.99","Wallet",NULL,"45:59.3"
553,1052,714,"Premium",199,"1.99","UPI",NULL,"53:14.7"
707,1053,3123,"Student",99,"0.99","Net Banking",NULL,"35:12.7"
2063,1054,1071,"Premium",199,"1.99","Net Banking",NULL,"05:18.3"
1160,1055,2038,"Student",99,"0.99","UPI",NULL,"44:37.1"
2055,1056,771,"Student",99,"0.99","UPI",NULL,"53:30.5"
777,1057,5961,"Premium",199,"1.99","Credit Card",NULL,"20:44.1"
774,1058,1957,"Family",299,"2.99","Wallet",NULL,"55:21.2"
1986,1059,4495,"Family",299,"2.99","Wallet",NULL,"06:30.4"
770,1060,1359,"Premium",199,"1.99","Net Banking",NULL,"41:58.4"
1787,1061,498,"Family",299,"2.99","Net Banking",NULL,"44:07.3"
555,1062,822,"Premium",199,"1.99","Wallet",NULL,"47:08.3"
1309,1063,2856,"Premium",199,"1.99","Net Banking",NULL,"47:33.6"
964,1064,6250,"Family",299,"2.99","Credit Card",NULL,"51:23.1"
1799,1065,3008,"Student",99,"0.99","Debit Card",NULL,"59:44.4"
815,1066,4041,"Student",99,"0.99","Debit Card",NULL,"08:42.4"
2084,1067,2142,"Student",99,"0.99","Debit Card",NULL,"43:12.2"
1710,1068,4743,"Premium",199,"1.99","Debit Card",NULL,"48:56.4"
1770,1069,5456,"Premium",199,"1.99","Debit Card",NULL,"31:44.9"
1689,1070,2566,"Student",99,"0.99","Net Banking",NULL,"56:35.8"
1744,1071,3877,"Student",99,"0.99","Net Banking",NULL,"23:13.8"
1510,1072,1902,"Student",99,"0.99","Wallet",NULL,"53:44.3"
291,1073,1385,"Student",99,"0.99","Credit Card",NULL,"23:21.5"
1612,1074,3668,"Student",99,"0.99","UPI",NULL,"43:26.5"
768,1075,2184,"Student",99,"0.99","Credit Card",NULL,"38:15.4"
1825,1076,4819,"Premium",199,"1.99","Net Banking",NULL,"39:13.5"
242,1077,1836,"Premium",199,"1.99","UPI",NULL,"02:01.9"
497,1078,2765,"Family",299,"2.99","Wallet",NULL,"34:58.4"
927,1079,5508,"Student",99,"0.99","Debit Card",NULL,"19:16.3"
958,1080,1588,"Family",299,"2.99","Net Banking",NULL,"30:37.9"
817,1081,5515,"Student",99,"0.99","Debit Card",NULL,"32:54.7"
273,1082,1780,"Premium",199,"1.99","Debit Card",NULL,"00:00.0"
559,1083,5137,"Student",99,"0.99","Debit Card",NULL,"15:25.6"
1056,1084,870,"Student",99,"0.99","Credit Card",NULL,"22:01.2"
947,1085,6376,"Premium",199,"1.99","UPI",NULL,"40:04.8"
1722,1086,3288,"Premium",199,"1.99","Wallet",NULL,"38:47.2"
1387,1087,2879,"Family",299,"2.99","Wallet",NULL,"44:45.7"
1841,1088,1450,"Student",99,"0.99","Credit Card",NULL,"43:50.8"
1050,1089,490,"Family",299,"2.99","Wallet",NULL,"28:22.8"
2057,1090,3622,"Student",99,"0.99","Credit Card",NULL,"18:56.4"
899,1091,1703,"Student",99,"0.99","UPI",NULL,"26:13.3"
1608,1092,5736,"Student",99,"0.99","Credit Card",NULL,"51:06.3"
173,1093,5402,"Premium",199,"1.99","Wallet",NULL,"44:47.1"
1184,1094,2872,"Student",99,"0.99","Credit Card",NULL,"56:14.1"
959,1095,3686,"Premium",199,"1.99","Wallet",NULL,"18:45.9"
1696,1096,3928,"Student",99,"0.99","Net Banking",NULL,"00:40.7"
679,1097,989,"Premium",199,"1.99","Net Banking",NULL,"24:53.0"
85,1098,187,"Family",299,"2.99","Credit Card",NULL,"23:56.5"
93,1099,1152,"Student",99,"0.99","UPI",NULL,"30:54.4"
833,1100,2556,"Student",99,"0.99","Wallet",NULL,"59:13.1"
719,1101,2690,"Student",99,"0.99","Credit Card",NULL,"39:29.5"
543,1102,825,"Family",299,"2.99","Debit Card",NULL,"00:01.4"
1062,1103,466,"Student",99,"0.99","Net Banking",NULL,"44:18.4"
1205,1104,1278,"Student",99,"0.99","UPI",NULL,"54:47.9"
1451,1105,1976,"Student",99,"0.99","UPI",NULL,"07:54.6"
1681,1106,795,"Family",299,"2.99","Wallet",NULL,"02:46.4"
2094,1107,4032,"Family",299,"2.99","Wallet",NULL,"29:59.4"
164,1108,4796,"Premium",199,"1.99","Net Banking",NULL,"57:34.3"
1277,1109,4542,"Family",299,"2.99","Wallet",NULL,"19:55.1"
2058,1110,1603,"Student",99,"0.99","Net Banking",NULL,"06:19.0"
2060,1111,2006,"Student",99,"0.99","Debit Card",NULL,"37:52.0"
1016,1112,3718,"Student",99,"0.99","Credit Card",NULL,"26:34.6"
400,1113,6155,"Student",99,"0.99","Credit Card",NULL,"00:40.3"
943,1114,4655,"Student",99,"0.99","Net Banking",NULL,"32:33.9"
720,1115,3400,"Family",299,"2.99","Credit Card",NULL,"54:15.1"
1960,1116,2420,"Student",99,"0.99","UPI",NULL,"08:07.9"
1530,1117,5869,"Family",299,"2.99","Credit Card",NULL,"56:36.7"
1307,1118,3578,"Family",299,"2.99","Credit Card",NULL,"50:15.0"
881,1119,3681,"Family",299,"2.99","UPI",NULL,"04:00.6"
1404,1120,302,"Student",99,"0.99","Net Banking",NULL,"26:54.7"
187,1121,4253,"Student",99,"0.99","Credit Card",NULL,"00:03.5"
492,1122,5405,"Student",99,"0.99","Wallet",NULL,"15:08.2"
44,1123,4083,"Student",99,"0.99","Debit Card",NULL,"13:29.9"
2100,1124,308,"Family",299,"2.99","UPI",NULL,"35:13.3"
437,1125,146,"Student",99,"0.99","Wallet",NULL,"04:49.1"
671,1126,709,"Premium",199,"1.99","UPI",NULL,"53:47.9"
1755,1127,50,"Premium",199,"1.99","Net Banking",NULL,"37:46.6"
1195,1128,782,"Student",99,"0.99","Net Banking",NULL,"31:18.1"
1046,1129,5043,"Student",99,"0.99","Wallet",NULL,"37:48.5"
1135,1130,6333,"Family",299,"2.99","UPI",NULL,"39:42.5"
1412,1131,2581,"Student",99,"0.99","Wallet",NULL,"13:33.9"
1911,1132,2016,"Premium",199,"1.99","Credit Card",NULL,"22:58.3"
1593,1133,797,"Family",299,"2.99","Debit Card",NULL,"34:26.3"
1386,1134,4333,"Family",299,"2.99","Credit Card",NULL,"18:06.8"
535,1135,4079,"Premium",199,"1.99","Credit Card",NULL,"09:11.7"
1201,1136,5992,"Premium",199,"1.99","Wallet",NULL,"05:49.9"
460,1137,6926,"Student",99,"0.99","UPI",NULL,"59:25.6"
1586,1138,1251,"Family",299,"2.99","Debit Card",NULL,"18:10.0"
2033,1139,475,"Family",299,"2.99","UPI",NULL,"56:56.7"
732,1140,6929,"Premium",199,"1.99","Net Banking",NULL,"11:25.8"
784,1141,262,"Premium",199,"1.99","Debit Card",NULL,"39:34.1"
178,1142,341,"Premium",199,"1.99","Net Banking",NULL,"17:19.6"
2023,1143,4905,"Student",99,"0.99","Debit Card",NULL,"20:05.4"
1853,1144,4086,"Premium",199,"1.99","Debit Card",NULL,"04:25.4"
666,1145,4590,"Premium",199,"1.99","Debit Card",NULL,"35:04.2"
713,1146,4115,"Student",99,"0.99","Wallet",NULL,"13:40.2"
1319,1147,1668,"Student",99,"0.99","UPI",NULL,"10:03.4"
1231,1148,1400,"Premium",199,"1.99","Net Banking",NULL,"38:00.7"
702,1149,3574,"Student",99,"0.99","Credit Card",NULL,"22:42.5"
616,1150,2743,"Student",99,"0.99","UPI",NULL,"07:04.2"
1075,1151,6982,"Student",99,"0.99","Debit Card",NULL,"52:39.2"
1603,1152,5795,"Premium",199,"1.99","UPI",NULL,"44:40.9"
1251,1153,2393,"Premium",199,"1.99","Debit Card",NULL,"23:57.1"
1215,1154,4762,"Student",99,"0.99","Debit Card",NULL,"51:40.5"
172,1155,4804,"Family",299,"2.99","Debit Card",NULL,"34:43.4"
1326,1156,4846,"Family",299,"2.99","Credit Card",NULL,"02:35.5"
1039,1157,4088,"Student",99,"0.99","UPI",NULL,"32:18.8"
966,1158,3676,"Premium",199,"1.99","Net Banking",NULL,"30:19.6"
1366,1159,1072,"Family",299,"2.99","Debit Card",NULL,"27:08.1"
160,1160,1639,"Premium",199,"1.99","Wallet",NULL,"12:27.8"
1859,1161,2896,"Student",99,"0.99","Wallet",NULL,"06:10.7"
1403,1162,820,"Family",299,"2.99","Net Banking",NULL,"48:13.8"
2002,1163,1247,"Premium",199,"1.99","Debit Card",NULL,"51:59.2"
92,1164,3689,"Student",99,"0.99","Net Banking",NULL,"21:23.5"
694,1165,3312,"Family",299,"2.99","Credit Card",NULL,"43:39.7"
1054,1166,6660,"Student",99,"0.99","Wallet",NULL,"11:29.5"
1134,1167,3555,"Family",299,"2.99","Wallet",NULL,"45:07.5"
612,1168,5098,"Student",99,"0.99","Debit Card",NULL,"26:47.8"
839,1169,670,"Student",99,"0.99","Credit Card",NULL,"05:37.3"
1685,1170,2831,"Family",299,"2.99","UPI",NULL,"03:36.6"
1293,1171,2478,"Family",299,"2.99","Debit Card",NULL,"57:12.0"
1279,1172,5105,"Family",299,"2.99","Wallet",NULL,"34:01.8"
1247,1173,752,"Student",99,"0.99","Debit Card",NULL,"43:07.0"
1984,1174,5124,"Student",99,"0.99","UPI",NULL,"33:16.3"
1336,1175,4466,"Student",99,"0.99","Credit Card",NULL,"43:48.7"
581,1176,5353,"Family",299,"2.99","Wallet",NULL,"37:56.6"
2042,1177,3345,"Family",299,"2.99","UPI",NULL,"23:16.9"
1479,1178,3154,"Family",299,"2.99","UPI",NULL,"09:13.3"
1299,1179,2493,"Family",299,"2.99","Debit Card",NULL,"27:47.8"
832,1180,1193,"Student",99,"0.99","Net Banking",NULL,"26:45.9"
2007,1181,1010,"Student",99,"0.99","Debit Card",NULL,"22:10.5"
464,1182,2731,"Family",299,"2.99","Net Banking",NULL,"56:25.3"
101,1183,5107,"Student",99,"0.99","UPI",NULL,"45:43.7"
213,1184,3106,"Premium",199,"1.99","Net Banking",NULL,"33:51.4"
936,1185,3358,"Student",99,"0.99","UPI",NULL,"46:59.4"
654,1186,5476,"Premium",199,"1.99","UPI",NULL,"26:31.9"
983,1187,1320,"Student",99,"0.99","Debit Card",NULL,"45:55.7"
1417,1188,349,"Family",299,"2.99","UPI",NULL,"02:26.4"
4,1189,4966,"Premium",199,"1.99","Net Banking",NULL,"28:29.9"
609,1190,588,"Student",99,"0.99","Wallet",NULL,"03:17.5"
848,1191,6836,"Premium",199,"1.99","Debit Card",NULL,"58:46.2"
1051,1192,6445,"Student",99,"0.99","Net Banking",NULL,"29:59.3"
1847,1193,6113,"Family",299,"2.99","Net Banking",NULL,"45:12.9"
1154,1194,5200,"Premium",199,"1.99","UPI",NULL,"48:36.4"
687,1195,4714,"Premium",199,"1.99","Debit Card",NULL,"33:28.4"
2006,1196,1181,"Family",299,"2.99","Wallet",NULL,"23:02.1"
1943,1197,6411,"Student",99,"0.99","Credit Card",NULL,"12:38.7"
1679,1198,4343,"Family",299,"2.99","Net Banking",NULL,"48:15.3"
1643,1199,1689,"Student",99,"0.99","Credit Card",NULL,"30:26.1"
2020,1200,219,"Student",99,"0.99","Credit Card",NULL,"47:09.0"
268,1201,5904,"Student",99,"0.99","Credit Card",NULL,"07:36.5"
1334,1202,3414,"Premium",199,"1.99","Net Banking",NULL,"03:50.2"
1759,1203,4678,"Premium",199,"1.99","Debit Card",NULL,"22:35.7"
830,1204,3189,"Family",299,"2.99","Debit Card",NULL,"36:29.5"
888,1205,4677,"Student",99,"0.99","Net Banking",NULL,"55:31.4"
1323,1206,2808,"Premium",199,"1.99","Debit Card",NULL,"16:13.5"
504,1207,278,"Student",99,"0.99","Wallet",NULL,"18:09.7"
1483,1208,6316,"Premium",199,"1.99","UPI",NULL,"19:05.3"
1664,1209,958,"Premium",199,"1.99","UPI",NULL,"57:01.2"
1492,1210,5658,"Family",299,"2.99","Net Banking",NULL,"00:07.3"
470,1211,1679,"Student",99,"0.99","Credit Card",NULL,"36:10.1"
2083,1212,6950,"Student",99,"0.99","Net Banking",NULL,"38:57.7"
1419,1213,4561,"Student",99,"0.99","Net Banking",NULL,"19:58.7"
1620,1214,4533,"Student",99,"0.99","Wallet",NULL,"07:24.2"
1017,1215,4442,"Student",99,"0.99","Net Banking",NULL,"53:47.4"
1242,1216,24,"Family",299,"2.99","Credit Card",NULL,"02:57.1"
1896,1217,5372,"Student",99,"0.99","Debit Card",NULL,"35:47.9"
843,1218,4602,"Student",99,"0.99","Credit Card",NULL,"53:38.9"
1143,1219,43,"Premium",199,"1.99","Wallet",NULL,"43:48.2"
1780,1220,740,"Family",299,"2.99","Wallet",NULL,"56:37.2"
681,1221,5637,"Premium",199,"1.99","Wallet",NULL,"13:07.6"
763,1222,5063,"Student",99,"0.99","UPI",NULL,"43:21.1"
1452,1223,1967,"Student",99,"0.99","Credit Card",NULL,"05:54.1"
105,1224,875,"Premium",199,"1.99","Net Banking",NULL,"30:11.6"
