"subscription_id","user_id","subscription_type","start_date","end_date","is_active","is_churned","tenure_days","tenure_bucket"
1008,4582,"Student","2024-01-07","2024-04-06",False,True,90,"31-90 days"
1009,6148,"Family","2020-01-05","2020-04-04",False,True,90,"31-90 days"
1010,4430,"Family","2020-08-24","2021-02-20",False,True,180,"91-180 days"
1011,6324,"Student","2020-08-25","2021-02-21",False,True,180,"91-180 days"
1012,6476,"Student","2023-08-02","2023-09-01",False,True,30,"0-30 days"
1013,896,"Student","2019-10-14","2020-04-11",False,True,180,"91-180 days"
1014,889,"Premium","2023-01-15","2023-07-14",False,True,180,"91-180 days"
1015,1996,"Premium","2022-06-19","2022-09-17",False,True,90,"31-90 days"
1016,224,"Student","2021-09-18","2022-09-18",False,True,365,"181-365 days"
1017,2734,"Student","2022-12-28","2023-06-26",False,True,180,"91-180 days"
1018,6587,"Premium","2020-04-19","2021-04-19",False,True,365,"181-365 days"
1019,231,"Family","2023-07-12","2023-10-10",False,True,90,"31-90 days"
1020,1964,"Student","2021-11-30","2021-12-30",False,True,30,"0-30 days"
1021,5752,"Family","2021-01-02","2021-02-01",False,True,30,"0-30 days"
1022,2231,"Premium","2019-08-17","2020-02-13",False,True,180,"91-180 days"
1023,2390,"Family","2023-10-16","2023-11-15",False,True,30,"0-30 days"
1024,2064,"Premium","2022-08-14","2023-02-10",False,True,180,"91-180 days"
1025,1787,"Student","2022-11-25","2022-12-25",False,True,30,"0-30 days"
1026,5106,"Premium","2021-07-01","2021-09-29",False,True,90,"31-90 days"
1027,4114,"Student","2020-11-26","2021-05-25",False,True,180,"91-180 days"
1028,5672,"Student","2024-11-17","2025-11-17",False,True,365,"181-365 days"
1029,1815,"Family","2025-01-31","2025-03-02",False,True,30,"0-30 days"
1030,3768,"Premium","2025-06-24","2025-09-22",False,True,90,"31-90 days"
1031,1448,"Premium","2025-03-12","2025-06-10",False,True,90,"31-90 days"
1032,38,"Student","2022-08-01","2023-01-28",False,True,180,"91-180 days"
1033,385,"Family","2025-03-20","2025-09-16",False,True,180,"91-180 days"
1034,6032,"Student","2021-04-16","2022-04-16",False,True,365,"181-365 days"
1035,5118,"Student","2020-12-14","2021-12-14",False,True,365,"181-365 days"
1036,2858,"Family","2021-08-16","2021-11-14",False,True,90,"31-90 days"
1037,2410,"Premium","2024-09-19","2025-03-18",False,True,180,"91-180 days"
1038,3650,"Premium","2019-11-01","2020-01-30",False,True,90,"31-90 days"
1039,1266,"Student","2024-05-23","2024-06-22",False,True,30,"0-30 days"
1040,5578,"Student","2019-07-10","2019-10-08",False,True,90,"31-90 days"
1041,2794,"Student","2023-04-13","2024-04-12",False,True,365,"181-365 days"
1042,2236,"Student","2023-03-15","2023-06-13",False,True,90,"31-90 days"
1043,6861,"Family","2024-09-10","2024-12-09",False,True,90,"31-90 days"
1044,1971,"Premium","2025-01-12","2026-01-12",False,True,365,"181-365 days"
1045,1999,"Premium","2023-09-04","2024-09-03",False,True,365,"181-365 days"
1046,1132,"Family","2023-08-11","2023-09-10",False,True,30,"0-30 days"
1047,5034,"Student","2020-08-22","2021-02-18",False,True,180,"91-180 days"
1048,6557,"Family","2022-01-02","2022-07-01",False,True,180,"91-180 days"
1049,5956,"Family","2025-04-15","2025-10-12",False,True,180,"91-180 days"
1050,2630,"Family","2023-10-04","2024-04-01",False,True,180,"91-180 days"
1051,4011,"Student","2019-08-08","2020-08-07",False,True,365,"181-365 days"
1052,714,"Premium","2023-11-30","2024-05-28",False,True,180,"91-180 days"
1053,3123,"Student","2023-07-04","2023-12-31",False,True,180,"91-180 days"
1054,1071,"Premium","2019-07-31","2020-07-30",False,True,365,"181-365 days"
1055,2038,"Student","2022-04-20","2022-10-17",False,True,180,"91-180 days"
1056,771,"Student","2019-08-07","2020-08-06",False,True,365,"181-365 days"
1057,5961,"Premium","2023-04-22","2023-07-21",False,True,90,"31-90 days"
1058,1957,"Family","2023-04-24","2023-05-24",False,True,30,"0-30 days"
1059,4495,"Family","2019-10-10","2020-10-09",False,True,365,"181-365 days"
1060,1359,"Premium","2023-05-01","2024-04-30",False,True,365,"181-365 days"
1061,498,"Family","2020-06-22","2020-07-22",False,True,30,"0-30 days"
1062,822,"Premium","2023-11-29","2024-02-27",False,True,90,"31-90 days"
1063,2856,"Premium","2021-11-19","2022-11-19",False,True,365,"181-365 days"
1064,6250,"Family","2022-10-30","2023-10-30",False,True,365,"181-365 days"
1065,3008,"Student","2020-06-07","2020-12-04",False,True,180,"91-180 days"
1066,4041,"Student","2023-03-21","2024-03-20",False,True,365,"181-365 days"
1067,2142,"Student","2019-07-15","2019-10-13",False,True,90,"31-90 days"
1068,4743,"Premium","2020-09-05","2020-12-04",False,True,90,"31-90 days"
1069,5456,"Premium","2020-07-07","2021-01-03",False,True,180,"91-180 days"
1070,2566,"Student","2020-09-26","2021-09-26",False,True,365,"181-365 days"
1071,3877,"Student","2020-07-30","2020-10-28",False,True,90,"31-90 days"
1072,1902,"Student","2021-04-14","2022-04-14",False,True,365,"181-365 days"
1073,1385,"Student","2024-09-02","2024-10-02",False,True,30,"0-30 days"
1074,3668,"Student","2021-01-02","2021-04-02",False,True,90,"31-90 days"
1075,2184,"Student","2023-05-04","2023-08-02",False,True,90,"31-90 days"
1076,4819,"Premium","2020-05-06","2021-05-06",False,True,365,"181-365 days"
1077,1836,"Premium","2024-10-20","2024-11-19",False,True,30,"0-30 days"
1078,2765,"Family","2024-01-16","2025-01-15",False,True,365,"181-365 days"
1079,5508,"Student","2022-12-01","2023-03-01",False,True,90,"31-90 days"
1080,1588,"Family","2022-11-03","2023-11-03",False,True,365,"181-365 days"
1081,5515,"Student","2023-03-19","2024-03-18",False,True,365,"181-365 days"
1082,1780,"Premium","2024-09-17","2025-03-16",False,True,180,"91-180 days"
1083,5137,"Student","2023-11-26","2024-05-24",False,True,180,"91-180 days"
1084,870,"Student","2022-08-08","2022-11-06",False,True,90,"31-90 days"
1085,6376,"Premium","2022-11-10","2023-11-10",False,True,365,"181-365 days"
1086,3288,"Premium","2020-08-27","2020-11-25",False,True,90,"31-90 days"
1087,2879,"Family","2021-08-08","2021-09-07",False,True,30,"0-30 days"
1088,1450,"Student","2020-04-12","2021-04-12",False,True,365,"181-365 days"
1089,490,"Family","2022-08-13","2022-11-11",False,True,90,"31-90 days"
1090,3622,"Student","2019-08-02","2019-09-01",False,True,30,"0-30 days"
1091,1703,"Student","2022-12-29","2023-03-29",False,True,90,"31-90 days"
1092,5736,"Student","2021-01-05","2021-02-04",False,True,30,"0-30 days"
1093,5402,"Premium","2025-01-03","2026-01-03",False,True,365,"181-365 days"
1094,2872,"Student","2022-03-26","2022-04-25",False,True,30,"0-30 days"
1095,3686,"Premium","2022-11-02","2023-01-31",False,True,90,"31-90 days"
1096,3928,"Student","2020-09-23","2020-12-22",False,True,90,"31-90 days"
1097,989,"Premium","2023-08-03","2024-08-02",False,True,365,"181-365 days"
1098,187,"Family","2025-03-30","2025-06-28",False,True,90,"31-90 days"
1099,1152,"Student","2025-03-25","2025-09-21",False,True,180,"91-180 days"
1100,2556,"Student","2023-02-28","2024-02-28",False,True,365,"181-365 days"
1101,2690,"Student","2023-06-22","2023-12-19",False,True,180,"91-180 days"
1102,825,"Family","2023-12-10","2024-03-09",False,True,90,"31-90 days"
1103,466,"Student","2022-08-04","2022-11-02",False,True,90,"31-90 days"
1104,1278,"Student","2022-03-08","2023-03-08",False,True,365,"181-365 days"
1105,1976,"Student","2021-06-08","2021-09-06",False,True,90,"31-90 days"
1106,795,"Family","2020-10-09","2021-04-07",False,True,180,"91-180 days"
1107,4032,"Family","2019-07-03","2019-08-02",False,True,30,"0-30 days"
1108,4796,"Premium","2025-01-10","2025-02-09",False,True,30,"0-30 days"
1109,4542,"Family","2021-12-20","2022-06-18",False,True,180,"91-180 days"
1110,1603,"Student","2019-08-02","2020-08-01",False,True,365,"181-365 days"
1111,2006,"Student","2019-08-01","2019-08-31",False,True,30,"0-30 days"
1112,3718,"Student","2022-09-10","2022-12-09",False,True,90,"31-90 days"
1113,6155,"Student","2024-05-21","2025-05-21",False,True,365,"181-365 days"
1114,4655,"Student","2022-11-14","2023-11-14",False,True,365,"181-365 days"
1115,3400,"Family","2023-06-22","2023-12-19",False,True,180,"91-180 days"
1116,2420,"Student","2019-11-16","2019-12-16",False,True,30,"0-30 days"
1117,5869,"Family","2021-03-31","2022-03-31",False,True,365,"181-365 days"
1118,3578,"Family","2021-11-21","2022-11-21",False,True,365,"181-365 days"
1119,3681,"Family","2023-01-16","2024-01-16",False,True,365,"181-365 days"
1120,302,"Student","2021-07-24","2021-08-23",False,True,30,"0-30 days"
1121,4253,"Student","2024-12-20","2025-06-18",False,True,180,"91-180 days"
1122,5405,"Student","2024-01-24","2024-02-23",False,True,30,"0-30 days"
1123,4083,"Student","2025-05-09","2025-08-07",False,True,90,"31-90 days"
1124,308,"Family","2019-06-22","2020-06-21",False,True,365,"181-365 days"
1125,146,"Student","2024-04-01","2024-05-01",False,True,30,"0-30 days"
1126,709,"Premium","2023-08-10","2023-11-08",False,True,90,"31-90 days"
1127,50,"Premium","2020-07-18","2021-01-14",False,True,180,"91-180 days"
1128,782,"Student","2022-03-18","2022-06-16",False,True,90,"31-90 days"
1129,5043,"Student","2022-08-16","2023-08-16",False,True,365,"181-365 days"
1130,6333,"Family","2022-05-26","2022-06-25",False,True,30,"0-30 days"
1131,2581,"Student","2021-07-17","2022-07-17",False,True,365,"181-365 days"
1132,2016,"Premium","2020-01-20","2020-07-18",False,True,180,"91-180 days"
1133,797,"Family","2021-01-22","2021-07-21",False,True,180,"91-180 days"
1134,4333,"Family","2021-08-09","2022-02-05",False,True,180,"91-180 days"
1135,4079,"Premium","2023-12-14","2024-12-13",False,True,365,"181-365 days"
1136,5992,"Premium","2022-03-10","2022-09-06",False,True,180,"91-180 days"
1137,6926,"Student","2024-03-09","2024-09-05",False,True,180,"91-180 days"
1138,1251,"Family","2021-01-31","2021-07-30",False,True,180,"91-180 days"
1139,475,"Family","2019-08-29","2020-08-28",False,True,365,"181-365 days"
1140,6929,"Premium","2023-06-11","2024-06-10",False,True,365,"181-365 days"
1141,262,"Premium","2023-04-14","2023-05-14",False,True,30,"0-30 days"
1142,341,"Premium","2024-12-29","2025-06-27",False,True,180,"91-180 days"
1143,4905,"Student","2019-09-11","2019-10-11",False,True,30,"0-30 days"
1144,4086,"Premium","2020-03-26","2020-04-25",False,True,30,"0-30 days"
1145,4590,"Premium","2023-08-16","2023-11-14",False,True,90,"31-90 days"
1146,4115,"Student","2023-06-28","2023-12-25",False,True,180,"91-180 days"
1147,1668,"Student","2021-11-07","2022-02-05",False,True,90,"31-90 days"
1148,1400,"Premium","2022-02-09","2023-02-09",False,True,365,"181-365 days"
1149,3574,"Student","2023-07-11","2024-01-07",False,True,180,"91-180 days"
1150,2743,"Student","2023-10-06","2024-04-03",False,True,180,"91-180 days"
1151,6982,"Student","2022-07-26","2023-01-22",False,True,180,"91-180 days"
1152,5795,"Premium","2021-01-10","2021-07-09",False,True,180,"91-180 days"
1153,2393,"Premium","2022-01-26","2023-01-26",False,True,365,"181-365 days"
1154,4762,"Student","2022-02-27","2022-08-26",False,True,180,"91-180 days"
1155,4804,"Family","2025-01-05","2026-01-05",False,True,365,"181-365 days"
1156,4846,"Family","2021-10-31","2022-10-31",False,True,365,"181-365 days"
1157,4088,"Student","2022-08-23","2023-08-23",False,True,365,"181-365 days"
1158,3676,"Premium","2022-10-30","2023-01-28",False,True,90,"31-90 days"
1159,1072,"Family","2021-09-10","2022-09-10",False,True,365,"181-365 days"
1160,1639,"Premium","2025-01-14","2025-07-13",False,True,180,"91-180 days"
1161,2896,"Student","2020-03-19","2021-03-19",False,True,365,"181-365 days"
1162,820,"Family","2021-07-26","2021-10-24",False,True,90,"31-90 days"
1163,1247,"Premium","2019-09-28","2019-12-27",False,True,90,"31-90 days"
1164,3689,"Student","2025-03-25","2025-06-23",False,True,90,"31-90 days"
1165,3312,"Family","2023-07-20","2024-01-16",False,True,180,"91-180 days"
1166,6660,"Student","2022-08-09","2023-08-09",False,True,365,"181-365 days"
1167,3555,"Family","2022-05-27","2023-05-27",False,True,365,"181-365 days"
1168,5098,"Student","2023-10-10","2023-11-09",False,True,30,"0-30 days"
1169,670,"Student","2023-02-18","2024-02-18",False,True,365,"181-365 days"
1170,2831,"Family","2020-10-03","2021-01-01",False,True,90,"31-90 days"
1171,2478,"Family","2021-12-07","2022-03-07",False,True,90,"31-90 days"
1172,5105,"Family","2021-12-19","2022-06-17",False,True,180,"91-180 days"
1173,752,"Student","2022-02-02","2022-08-01",False,True,180,"91-180 days"
1174,5124,"Student","2019-10-10","2019-11-09",False,True,30,"0-30 days"
1175,4466,"Student","2021-10-18","2022-01-16",False,True,90,"31-90 days"
1176,5353,"Family","2023-11-02","2023-12-02",False,True,30,"0-30 days"
1177,3345,"Family","2019-08-22","2020-08-21",False,True,365,"181-365 days"
1178,3154,"Family","2021-05-15","2021-06-14",False,True,30,"0-30 days"
1179,2493,"Family","2021-12-02","2022-12-02",False,True,365,"181-365 days"
1180,1193,"Student","2023-03-01","2023-05-30",False,True,90,"31-90 days"
1181,1010,"Student","2019-09-25","2020-03-23",False,True,180,"91-180 days"
1182,2731,"Family","2024-02-28","2025-02-27",False,True,365,"181-365 days"
1183,5107,"Student","2025-03-16","2025-09-12",False,True,180,"91-180 days"
1184,3106,"Premium","2024-11-12","2025-05-11",False,True,180,"91-180 days"
1185,3358,"Student","2022-11-24","2023-02-22",False,True,90,"31-90 days"
1186,5476,"Premium","2023-08-23","2024-02-19",False,True,180,"91-180 days"
1187,1320,"Student","2022-10-12","2023-04-10",False,True,180,"91-180 days"
1188,349,"Family","2021-07-14","2021-10-12",False,True,90,"31-90 days"
1189,4966,"Premium","2025-06-26","2025-09-24",False,True,90,"31-90 days"
1190,588,"Student","2023-10-13","2023-11-12",False,True,30,"0-30 days"
1191,6836,"Premium","2023-02-06","2023-03-08",False,True,30,"0-30 days"
1192,6445,"Student","2022-08-12","2022-11-10",False,True,90,"31-90 days"
1193,6113,"Family","2020-04-04","2020-10-01",False,True,180,"91-180 days"
1194,5200,"Premium","2022-04-29","2022-05-29",False,True,30,"0-30 days"
1195,4714,"Premium","2023-07-30","2024-07-29",False,True,365,"181-365 days"
1196,1181,"Family","2019-09-25","2019-12-24",False,True,90,"31-90 days"
1197,6411,"Student","2019-12-05","2020-01-04",False,True,30,"0-30 days"
1198,4343,"Family","2020-10-11","2020-11-10",False,True,30,"0-30 days"
1199,1689,"Student","2020-11-30","2021-02-28",False,True,90,"31-90 days"
1200,219,"Student","2019-09-14","2019-10-14",False,True,30,"0-30 days"
1201,5904,"Student","2024-09-22","2024-12-21",False,True,90,"31-90 days"
1202,3414,"Premium","2021-10-22","2022-01-20",False,True,90,"31-90 days"
1203,4678,"Premium","2020-07-16","2020-08-15",False,True,30,"0-30 days"
1204,3189,"Family","2023-03-03","2023-06-01",False,True,90,"31-90 days"
1205,4677,"Student","2023-01-12","2023-04-12",False,True,90,"31-90 days"
1206,2808,"Premium","2021-11-04","2022-05-03",False,True,180,"91-180 days"
1207,278,"Student","2024-01-10","2025-01-09",False,True,365,"181-365 days"
1208,6316,"Premium","2021-05-12","2021-11-08",False,True,180,"91-180 days"
1209,958,"Premium","2020-10-27","2021-04-25",False,True,180,"91-180 days"
1210,5658,"Family","2021-05-01","2022-05-01",False,True,365,"181-365 days"
1211,1679,"Student","2024-02-22","2024-05-22",False,True,90,"31-90 days"
1212,6950,"Student","2019-07-15","2019-10-13",False,True,90,"31-90 days"
1213,4561,"Student","2021-07-12","2022-07-12",False,True,365,"181-365 days"
1214,4533,"Student","2020-12-25","2021-03-25",False,True,90,"31-90 days"
1215,4442,"Student","2022-09-10","2023-09-10",False,True,365,"181-365 days"
1216,24,"Family","2022-02-04","2022-08-03",False,True,180,"91-180 days"
1217,5372,"Student","2020-02-06","2021-02-05",False,True,365,"181-365 days"
1218,4602,"Student","2023-02-16","2024-02-16",False,True,365,"181-365 days"
1219,43,"Premium","2022-05-19","2022-11-15",False,True,180,"91-180 days"
1220,740,"Family","2020-06-27","2021-06-27",False,True,365,"181-365 days"
1221,5637,"Premium","2023-08-03","2024-08-02",False,True,365,"181-365 days"
1222,5063,"Student","2023-05-11","2024-05-10",False,True,365,"181-365 days"
1223,1967,"Student","2021-06-07","2021-09-05",False,True,90,"31-90 days"
1224,875,"Premium","2025-03-14","2025-06-12",False,True,90,"31-90 days"
1225,4509,"Premium","2020-12-14","2021-01-13",False,True,30,"0-30 days"
1226,60,"Premium","2021-02-15","2021-08-14",False,True,180,"91-180 days"
1227,1388,"Student","2021-03-07","2021-09-03",False,True,180,"91-180 days"
1228,4178,"Student","2022-12-02","2023-12-02",False,True,365,"181-365 days"
1229,5024,"Premium","2022-11-30","2023-05-29",False,True,180,"91-180 days"
1230,6329,"Student","2021-03-21","2021-04-20",False,True,30,"0-30 days"
1231,5249,"Student","2019-10-04","2020-01-02",False,True,90,"31-90 days"
1232,6663,"Student","2024-08-05","2025-02-01",False,True,180,"91-180 days"
1233,2500,"Student","2024-12-27","2025-12-27",False,True,365,"181-365 days"
1234,913,"Student","2020-07-18","2020-10-16",False,True,90,"31-90 days"
1235,4368,"Premium","2019-07-31","2020-01-27",False,True,180,"91-180 days"
1236,2618,"Student","2019-11-26","2020-05-24",False,True,180,"91-180 days"
1237,1003,"Family","2025-04-11","2025-07-10",False,True,90,"31-90 days"
1238,5145,"Family","2021-07-10","2022-01-06",False,True,180,"91-180 days"
1239,5966,"Premium","2024-08-19","2024-11-17",False,True,90,"31-90 days"
1240,816,"Student","2025-04-23","2026-04-23",True,False,272,"181-365 days"
1241,3644,"Premium","2019-10-12","2020-10-11",False,True,365,"181-365 days"
1242,1795,"Premium","2024-09-06","2025-09-06",False,True,365,"181-365 days"
1243,3401,"Student","2020-05-07","2021-05-07",False,True,365,"181-365 days"
1244,807,"Premium","2025-06-22","2025-07-22",False,True,30,"0-30 days"
1245,4329,"Student","2022-12-02","2023-12-02",False,True,365,"181-365 days"
1246,604,"Premium","2023-01-16","2023-02-15",False,True,30,"0-30 days"
1247,1871,"Premium","2022-09-17","2022-12-16",False,True,90,"31-90 days"
1248,6775,"Premium","2024-11-21","2024-12-21",False,True,30,"0-30 days"
1249,4054,"Family","2019-08-26","2020-02-22",False,True,180,"91-180 days"
1250,4789,"Student","2019-09-16","2020-09-15",False,True,365,"181-365 days"
1251,2772,"Student","2021-10-04","2022-01-02",False,True,90,"31-90 days"
1252,2302,"Premium","2022-09-09","2022-12-08",False,True,90,"31-90 days"
1253,722,"Family","2021-09-14","2021-10-14",False,True,30,"0-30 days"
1254,4005,"Student","2023-05-21","2023-06-20",False,True,30,"0-30 days"
1255,1968,"Premium","2024-10-31","2025-01-29",False,True,90,"31-90 days"
1256,6039,"Family","2022-09-03","2022-12-02",False,True,90,"31-90 days"
1257,5407,"Family","2021-07-13","2022-07-13",False,True,365,"181-365 days"
1258,3474,"Student","2022-02-25","2022-05-26",False,True,90,"31-90 days"
1259,160,"Family","2021-04-08","2021-05-08",False,True,30,"0-30 days"
1260,1914,"Student","2022-01-21","2022-04-21",False,True,90,"31-90 days"
1261,4209,"Student","2021-06-25","2022-06-25",False,True,365,"181-365 days"
1262,2162,"Student","2024-09-24","2025-09-24",False,True,365,"181-365 days"
1263,6410,"Family","2020-07-15","2021-01-11",False,True,180,"91-180 days"
1264,1571,"Family","2024-10-20","2025-04-18",False,True,180,"91-180 days"
1265,3895,"Student","2023-02-27","2024-02-27",False,True,365,"181-365 days"
1266,6523,"Student","2019-08-18","2019-09-17",False,True,30,"0-30 days"
1267,2116,"Family","2021-01-12","2021-02-11",False,True,30,"0-30 days"
1268,1442,"Student","2024-02-19","2024-08-17",False,True,180,"91-180 days"
1269,5616,"Premium","2023-05-18","2023-06-17",False,True,30,"0-30 days"
1270,5282,"Student","2025-03-06","2025-04-05",False,True,30,"0-30 days"
1271,2739,"Student","2022-12-22","2023-03-22",False,True,90,"31-90 days"
1272,197,"Premium","2020-09-24","2021-03-23",False,True,180,"91-180 days"
1273,5424,"Student","2021-11-05","2021-12-05",False,True,30,"0-30 days"
1274,5179,"Family","2024-05-22","2024-06-21",False,True,30,"0-30 days"
1275,2604,"Student","2022-09-02","2022-12-01",False,True,90,"31-90 days"
1276,905,"Student","2021-03-12","2021-06-10",False,True,90,"31-90 days"
1277,3968,"Student","2019-09-01","2020-08-31",False,True,365,"181-365 days"
1278,6418,"Student","2025-04-03","2025-07-02",False,True,90,"31-90 days"
1279,6435,"Student","2020-01-19","2020-02-18",False,True,30,"0-30 days"
1280,2020,"Premium","2022-01-07","2022-07-06",False,True,180,"91-180 days"
1281,5579,"Student","2025-01-15","2025-04-15",False,True,90,"31-90 days"
1282,6071,"Premium","2020-08-19","2020-11-17",False,True,90,"31-90 days"
1283,3076,"Family","2020-09-18","2021-03-17",False,True,180,"91-180 days"
1284,2737,"Family","2019-10-08","2019-11-07",False,True,30,"0-30 days"
1285,6291,"Student","2021-06-03","2021-11-30",False,True,180,"91-180 days"
1286,3550,"Student","2020-05-20","2020-08-18",False,True,90,"31-90 days"
1287,4316,"Student","2024-01-04","2024-04-03",False,True,90,"31-90 days"
1288,5522,"Premium","2024-08-08","2025-02-04",False,True,180,"91-180 days"
1289,6909,"Student","2020-11-28","2020-12-28",False,True,30,"0-30 days"
1290,6941,"Family","2023-09-14","2024-03-12",False,True,180,"91-180 days"
1291,408,"Premium","2024-08-30","2024-11-28",False,True,90,"31-90 days"
1292,6778,"Student","2023-12-10","2024-01-09",False,True,30,"0-30 days"
1293,6847,"Student","2023-06-14","2023-12-11",False,True,180,"91-180 days"
1294,664,"Family","2021-02-01","2021-03-03",False,True,30,"0-30 days"
1295,3257,"Student","2022-01-14","2022-02-13",False,True,30,"0-30 days"
1296,3453,"Student","2021-06-02","2022-06-02",False,True,365,"181-365 days"
1297,5879,"Student","2020-08-28","2020-11-26",False,True,90,"31-90 days"
1298,4536,"Student","2024-03-07","2025-03-07",False,True,365,"181-365 days"
1299,3416,"Premium","2021-06-19","2021-12-16",False,True,180,"91-180 days"
1300,5965,"Premium","2023-09-20","2023-10-20",False,True,30,"0-30 days"
1301,166,"Student","2022-04-09","2022-07-08",False,True,90,"31-90 days"
1302,2999,"Family","2020-08-21","2021-02-17",False,True,180,"91-180 days"
1303,2320,"Student","2025-06-23","2026-06-23",True,False,211,"181-365 days"
1304,6500,"Premium","2023-02-22","2023-03-24",False,True,30,"0-30 days"
1305,4239,"Premium","2020-02-12","2020-08-10",False,True,180,"91-180 days"
1306,6018,"Student","2025-01-28","2025-04-28",False,True,90,"31-90 days"
1307,5430,"Premium","2023-11-29","2023-12-29",False,True,30,"0-30 days"
1308,1045,"Student","2024-08-15","2025-02-11",False,True,180,"91-180 days"
1309,5078,"Student","2025-01-07","2026-01-07",False,True,365,"181-365 days"
1310,1623,"Student","2025-05-23","2026-05-23",True,False,242,"181-365 days"
1311,296,"Family","2020-06-23","2021-06-23",False,True,365,"181-365 days"
1312,3103,"Student","2024-10-31","2025-10-31",False,True,365,"181-365 days"
1313,6090,"Family","2024-03-29","2024-04-28",False,True,30,"0-30 days"
1314,1431,"Family","2025-04-01","2025-06-30",False,True,90,"31-90 days"
1315,2705,"Family","2024-03-23","2024-04-22",False,True,30,"0-30 days"
1316,4669,"Family","2025-02-13","2025-05-14",False,True,90,"31-90 days"
1317,2011,"Student","2019-12-30","2020-03-29",False,True,90,"31-90 days"
1318,1009,"Family","2023-05-09","2023-06-08",False,True,30,"0-30 days"
1319,6664,"Student","2020-01-05","2021-01-04",False,True,365,"181-365 days"
1320,2945,"Premium","2023-07-11","2023-10-09",False,True,90,"31-90 days"
1321,4231,"Student","2020-01-28","2021-01-27",False,True,365,"181-365 days"
1322,571,"Student","2024-08-03","2024-11-01",False,True,90,"31-90 days"
1323,3240,"Student","2019-08-11","2020-02-07",False,True,180,"91-180 days"
1324,4151,"Student","2020-09-23","2021-03-22",False,True,180,"91-180 days"
1325,3367,"Premium","2023-04-02","2023-09-29",False,True,180,"91-180 days"
1326,6705,"Family","2022-03-24","2022-04-23",False,True,30,"0-30 days"
1327,680,"Student","2020-12-12","2021-12-12",False,True,365,"181-365 days"
1328,4506,"Family","2022-04-24","2022-07-23",False,True,90,"31-90 days"
1329,5472,"Family","2023-06-07","2023-12-04",False,True,180,"91-180 days"
1330,3543,"Student","2025-05-23","2026-05-23",True,False,242,"181-365 days"
1331,2763,"Student","2022-11-02","2023-05-01",False,True,180,"91-180 days"
1332,898,"Student","2025-04-19","2025-05-19",False,True,30,"0-30 days"
1333,1111,"Student","2020-04-19","2021-04-19",False,True,365,"181-365 days"
1334,6408,"Student","2019-12-05","2020-01-04",False,True,30,"0-30 days"
1335,732,"Student","2021-09-13","2022-09-13",False,True,365,"181-365 days"
1336,2552,"Family","2025-01-17","2025-04-17",False,True,90,"31-90 days"
1337,1473,"Premium","2020-07-02","2020-08-01",False,True,30,"0-30 days"
1338,2745,"Student","2022-06-06","2022-12-03",False,True,180,"91-180 days"
1339,972,"Premium","2024-03-13","2024-06-11",False,True,90,"31-90 days"
1340,2018,"Student","2023-11-07","2024-02-05",False,True,90,"31-90 days"
1341,6642,"Family","2024-09-28","2025-09-28",False,True,365,"181-365 days"
1342,3130,"Student","2020-05-21","2020-06-20",False,True,30,"0-30 days"
1343,1078,"Premium","2024-09-11","2024-12-10",False,True,90,"31-90 days"
1344,1128,"Family","2023-10-14","2024-10-13",False,True,365,"181-365 days"
1345,3987,"Family","2020-06-29","2020-07-29",False,True,30,"0-30 days"
1346,71,"Premium","2020-02-20","2020-05-20",False,True,90,"31-90 days"
1347,5821,"Premium","2021-07-17","2021-08-16",False,True,30,"0-30 days"
1348,1790,"Family","2022-11-12","2023-02-10",False,True,90,"31-90 days"
1349,1210,"Student","2019-11-12","2020-11-11",False,True,365,"181-365 days"
1350,125,"Student","2023-02-04","2023-05-05",False,True,90,"31-90 days"
1351,4817,"Premium","2025-05-18","2025-08-16",False,True,90,"31-90 days"
1352,2815,"Student","2023-10-13","2024-10-12",False,True,365,"181-365 days"
1353,6833,"Student","2023-06-21","2023-09-19",False,True,90,"31-90 days"
1354,4132,"Student","2023-08-18","2024-02-14",False,True,180,"91-180 days"
1355,4497,"Student","2021-03-12","2021-06-10",False,True,90,"31-90 days"
1356,3144,"Student","2022-09-10","2023-03-09",False,True,180,"91-180 days"
1357,2168,"Premium","2019-07-04","2020-07-03",False,True,365,"181-365 days"
1358,2801,"Student","2022-02-20","2022-05-21",False,True,90,"31-90 days"
1359,428,"Student","2019-11-20","2020-11-19",False,True,365,"181-365 days"
1360,6481,"Premium","2024-05-04","2025-05-04",False,True,365,"181-365 days"
1361,4390,"Student","2020-03-15","2021-03-15",False,True,365,"181-365 days"
1362,514,"Student","2021-06-08","2021-07-08",False,True,30,"0-30 days"
1363,1749,"Premium","2021-02-17","2021-03-19",False,True,30,"0-30 days"
1364,5733,"Family","2024-06-22","2024-07-22",False,True,30,"0-30 days"
1365,5792,"Premium","2022-12-14","2023-01-13",False,True,30,"0-30 days"
1366,3318,"Premium","2019-09-29","2020-03-27",False,True,180,"91-180 days"
1367,1486,"Premium","2020-01-13","2021-01-12",False,True,365,"181-365 days"
1368,1141,"Premium","2023-08-06","2024-02-02",False,True,180,"91-180 days"
1369,6984,"Student","2019-12-06","2020-01-05",False,True,30,"0-30 days"
1370,4167,"Student","2022-09-16","2022-10-16",False,True,30,"0-30 days"
1371,3442,"Family","2024-12-29","2025-03-29",False,True,90,"31-90 days"
1372,4708,"Family","2020-07-29","2020-10-27",False,True,90,"31-90 days"
1373,697,"Premium","2022-12-15","2023-03-15",False,True,90,"31-90 days"
